,Topic,Count,Name,Representation,Representative_Docs
98,97,1169,97_venezuela_chavez_venezuelan_maduro,"['venezuela', 'chavez', 'venezuelan', 'maduro', 'oil', 'socialism', 'venezuelas', 'venezuelans', 'socialist', 'chavezs']","['oh like venezuela', 'do you have a point to make re venezuela', 'or venezuela']"
99,98,1144,98_zimmerman_martin_trayvon_zimmermans,"['zimmerman', 'martin', 'trayvon', 'zimmermans', 'evidence', 'george', 'gun', 'martins', 'case', 'thug']","[""since none of us were in sanford fl we do not know the full details of exactly what happened between martin and zimmerman it does appear that martin hit zimmerman at least once but we don't know the extent of the confrontation the primary source for the events of that evening have been zimmerman who has an incentive to present facts in a light most favorable to himself and he has shown himself to be less than forthright the similarity between martin and grant has to to do with the fact that neither grant nor martin appear to have done anything that justifies the taking of their respective lives perhaps martin was beating the crap out of zimmerman afterall it appears from the available evidence that zimmerman profiled and essentially stalked him does that martin beating the crap out of zimmerman justify martin's killing perhaps zimmerman should have stayed in his vehicle as he was advised to do so by the operator on that faithful night a person doesn't have to be a saint to be entitled to life if sainthood were the standard i doubt that any people would be left standing on this earth"", ""from what i recall zimmerman's injuries mainly comprised a broken nose and lacerations on the back of his head martin's injuries mainly comprised a gunshot wound according to zimmerman's version of events and what little was seen and heard by witnesses zimmerman had lost sight of martin and was out of his vehicle looking for a street sign to relay back to the dispatcher martin had actually doubled back around and suddenly confronted zimmerman martin punched zimmerman in the nose zimmerman fell backwards with a broken nose martin jumped on him and began slamming zimmerman's head into the ground zimmerman found his weapon and shot martin at point blank range martin took a fatal hit and rolled off zimmerman"", ""is it really undisputed that martin did damage to zimmerman it is undisputed that zimmerman had some wounds but none of zimmerman's blood was on martin's hands none of zimmerman's skin no zimmerman dna on martin's hands how could martin do the damage and keep his hands so clean""]"
100,99,1135,99_communist_communism_frum_commie,"['communist', 'communism', 'frum', 'commie', 'communists', 'beinart', 'david', 'mcclellan', 'pinochet', 'obozo']","['come again are you with the communist party', ""you're a communist"", 'are you a communist']"
101,100,1077,100_palin_sarah_hrc_franken,"['palin', 'sarah', 'hrc', 'franken', 'palins', 'carly', 'bachmann', 'fiorina', 'moore', 'governor']","['palin was right again', 'sarah palin', 'sarah palin for e g']"
102,101,1076,101_gmo_gmos_monsanto_mosquitoes,"['gmo', 'gmos', 'monsanto', 'mosquitoes', 'mosquito', 'crops', 'organic', 'pesticides', 'corn', 'seed']","[""well speaking for myself and others who i know are against gmos we don't want any gmos in our food i don't care if it is a big ingredient or a small one i don't want any in my food and i go out of my way to make sure as much of my food is organic and non gmo"", ""gmo got its bad reputation because monsanto created gmo based roundup resistant plants they then sued farmers who tried to either bank seeds for the next year you had to use every single seed or return them or who tried to use their crops for next season's seeds so they dramatically increased the use of their neurotoxin roundup for our food crops"", ""so i assume you're a farmer a farmer who doesn't know the difference between a hybrid and a genetically engineered seed oh boy keep listening to your monsanto sales rep a hybrid is a cross between plants without the use of genetic engineering these days of course you can use genetic engineering to speed up your results but the gmo's planted for corn and soy are nothing like that gmo's roundup ready bt etc are made by splicing genes from entirely different species into plants which would never happen in nature that would be akin to engineering a human with gills from a fish and call the result natural there are currently no gm seeds commercially available that are designed to be drought resistant almost all gm seeds are engineered to be either toxic bt or to resist generous doses of glyphosate and soon d herbicide use has increased for the last years by a total of million pounds in the us alone pesticide use has decreased in the same time by million pounds where i'd like to say this is due to something like bt corn a naturally bred hybrid between a bacteria and corn yes you might say yields have increased too so the herbicide use per bushel is now lower than it was years ago still it's the same amount of land that received more herbicides so you can't really tell me that that's a good thing for a crop that's mainly used as a commodity for food additives and fuel i agree with you on the organics still using pesticides they shouldn't and that was what the article was all about however my organics don't have pesticides since i get my stuff from the farms around my area and i know how they farm however even store bought certified organics are still a lot better than conventional produce for organic farming about chemicals are approved in contrast to almost for conventional farming so think of organics as less toxic i agree on organic farming being a different business model organic farmers actually have to make a living from what they grow most large scale corn and soy farmers get subsidized by taxpayer money and can afford to sell a crop below production cost ps natural is a word that has no meaning in the us even gasoline is natural according to us definitions because it's derived from natural sources organic certified has at least some regulation one more thing to think about how come that gmo's seem to be so great and feeding the world one of monsanto's biggest lies that everyone seems to believe when in fact pretty much only the us and canada use them the eu banned them china banned them russia banned them that leaves rd world countries who didn't ban them yet but that's because getting credits from the world bank and setting up trade agreements with the us always requires the countries to give up their water rights and accept gmo's the us make sure of that so the money the corporations like coca cola dow nestle etc spend on our politicians keeps coming most poorer countries have no choice than giving in in the end it's a big exploitation scheme that will eventually come to haunt us you will certainly refuse all of what i said and not even invest minutes in doing some research yourself so enjoy your corn off the plant eventually you'll find them in the dark when you start glowing""]"
103,102,1028,102_autism_autistic_aspergers_spectrum,"['autism', 'autistic', 'aspergers', 'spectrum', 'functioning', 'diagnosis', 'diagnosed', 'autistics', 'asd', 'disorder']","[""to the editor at the atlantic i don't understand why in the atlantic is still are not using person first language when they write about autism this is not a new standard it's not difficult to edit for and it's in step with current standards for how people on the autism spectrum and most of their advocates feel is the most respectful way to talk about the subject in place of he is autistic one should use he has autism instead of the autistic child cried either remove the label altogether or put the child first and use the child who is impacted by autism cried"", ""it's called autism now"", ""hi atlantic i wish you'd think a little more before writing an article about 'what it's like on the autism spectrum' and having the majority of the pieces be from people who aren't autistic their stories are valid but a parent of a child w autism will never know what it's like to be autistic unless they themselves are like john elder robison marco from ecuador i get that it's hard to have a family member w autism sometimes i'm sure my family struggled w me at times but please be aware that it can hurt to hear people talk about you in certain ways seeing autism called a 'mental illness' 'illness' over and over makes me feel defective not all of this is offensive some of this needs to be heard but this article should be mostly called 'what it's like to be a parent of a child with autism with a little bit from autistic people thrown in '""]"
104,103,1011,103_star_wars_lucas_prequels,"['star', 'wars', 'lucas', 'prequels', 'jedi', 'han', 'movie', 'vader', 'movies', 'luke']","['how was star wars', 'star wars', 'like star wars']"
105,104,1010,104_breitbart_propaganda_alex_jones,"['breitbart', 'propaganda', 'alex', 'jones', 'breitbartian', 'beck', 'infowars', 'glenn', 'news', 'breitbarts']","['have you been to breitbart', 'go back to breitbart', 'what is breitbart']"
106,105,1008,105_language_english_spanish_languages,"['language', 'english', 'spanish', 'languages', 'bilingual', 'learning', 'learn', 'speak', 'immersion', 'speakers']","[""more than million american public school students need to be taught the english language and the rest of american students need to be taught spanish or as our previous president would say 'mexican' scientists have begun to show that the advantages of bilingualism are even more fundamental than being able to converse with a wider range of people being bilingual actually makes you smarter it can have a profound effect on your brain improving cognitive skills not related to language and even shielding against dementia in old age studies of the brain have shown that people who are fluent in two languages will keep both language systems active even if they are not directly engaged in translating between the two alarmingly scientists discovered this creates a sort of interference when one system obstructs the other the good news is that this forces the brain to overcome the obstruction giving the brain a cognitive workout that actually helps make the bilingual person smarter or at least better at solving certain types of puzzles in the laboratory one of the great difficulties in learning a language that is only accessible in the classroom is that real language acquisition requires immersion middlebury college has a famous summer immersion program where you can be expelled if you say a word of english the military has similarly strict rules at its language schools these programs have shown that it is possible to take a person from total ignorance to basic fluency in only two months by way of example i had a friend who had gotten her bachelor's in french at an american university and who overhearing a conversation between two french speakers at an airport realized she had no idea what they were saying the problem with classroom language instruction is that students are only given an hour to practice and even that practice is not immersive anyone who wants to learn spanish should plan a minimum month long vacation in some spanish speaking country and attend one of the many inexpensive spanish schools available from day one these schools do not translate for students often instructors will not even speak english and if they do they'll refuse to use it it sounds counter intuitive but the success of this method speaks for itself these lessons should also be applied toward teaching english to native speakers of spanish or any other language one or two hours a day is not enough and never will be hours a day might be the bare minimum required but total immersion will yield the best results edit wow i inadvertently touched an exposed nerve with some folks i'm just going to paste my reply to one of my detractors below because i don't see the need to reword it my statement that we should all learn spanish was not really serious i chose spanish because it allowed me to flip the argument of the article my more serious point is that we should all learn some other language for americans spanish seems the most valuable due to our geographic proximity to so many spanish speaking countries not to mention the opportunity to communicate with spanish speakers already living here also to all those who became unhinged i suggest a bit of historical perspective i give you the words of an elderly former president ulysses s grant reflecting on his experiences as second lieutenant grant at the start of the mexican war for myself i was bitterly opposed to the measure and to this day regard the war with mexico which resulted as one of the most unjust ever waged by a stronger against a weaker nation it was an instance of a republic following the bad example of european monarchies in not considering justice in their desire to acquire additional territory so consider that this unjust war is how our country acquired the states of california utah nevada and large swaths of arizona new mexico colorado and wyoming ask yourself whether you like that these places are within our nation's borders i for one am happy with how it turned out for us but i'm not willing to be so ungracious as to despise our neighbors to the south from whom we took these lands at gunpoint"", 'i can tell you from experience both as a science teacher and a spanish teacher to beginners and also to heritage speakers that students whose parents are native spanish speakers do better in school when their parents speak spanish at home and read to them in spanish as well my bilingual students whose parents try to speak in english as a second language and raise their children solely in english do not do as well the reason research shows us is that when you are speaking in a second language as a non native speaker it is harder to express advanced adult ideas and that is what children need as a model for language in the home that their parents can express themselves as an adult lest you think this is just one anecdote of my students come from spanish language households over years of teaching that is about students out of total as for war refugees that is a different story i think there is a lot more going on there besides just language acquisition and cultural loss there is trauma and grief and severe disruption', 'the world would be better off with one language and that language should be english']"
107,106,993,106_straw_strawman_man_strawmen,"['straw', 'strawman', 'man', 'strawmen', 'argument', 'straws', 'arguments', 'grasping', 'fallacy', 'nice']","['straw man', 'straw man', 'straw man']"
108,107,967,107_ebola_cdc_virus_africa,"['ebola', 'cdc', 'virus', 'africa', 'infected', 'disease', 'outbreak', 'quarantine', 'travel', 'spread']","['ebola ebola ebola panic where is my vaccine rinse and repeat', 'think now because ebola already killed a lot', 'ebola makes people stupid']"
109,108,960,108_hiv_dr_cure_herbal,"['hiv', 'dr', 'cure', 'herbal', 'cured', 'gmail', 'com', 'disease', 'herpes', 'email']","[""i was diagnose april and find out i'm hiv positive i was scared because there is no cure for hiv aids but today some people still don't believe that there is cure for hiv it can only be cured through africans root and herbs and our doctor's here in usa few of them know's about the african herbal medicine can cure hiv but they chooses to hide it from us just to make a sales of arv drugs i did a research online finding way to get rid of my disease i saw a comment about a herbal doctor on internet name dr owona who has cured several disease with his powerful herbal medicine i contacted him on whats app chat with him explain my self to him he said he can cure hiv perfectly well he gave me his request which i send to him within days he sent me the herbal medicine through ups courier delivering service and told me how to take the medicine for weeks to get cured i did for weeks within this weeks i notice a very big change in my health and i new some thing great has happened then i went to confirm my result it was absolutely negative the doctor who new i was hiv positive was asking me how come i am negative what did it took to get cure and were did i get this medicine from and how did i get rid of it i told him every thing about the herbal medicine that cure me imagine doctor telling me not to let anyone know about it i wasn't shock though i knew they know about the herbal cure but chose to hide it in other to make sales on arv drugs if you are hiv positive please contact my savior drowonaspelltemple gmail com or whatsapp him through this number"", 'dear friends how can i explain this to the world again that there is a man who can cure hiv aids i was hiv over since year i have being into hiv drug i can t anymore i decide to look for help then i found post by miss randy write about this great man dr alimo telling people about how this man have cured her hiv i don t believe that because all i have in mind is hiv had no cure thank god for my life today am hiv negative through the power of dr alimo contacted this man for help because who write about him drop an email of the man i pick the email and emailed him for the cure this man told me what to do about the cure well am from england this man cast a curing spell on me and he told me that he will call me after the cure is done truly he did i was cured for mins spell what a wonderful man this dr if you need his cure just email him now dr alimospherbarhom yahoomil comc thank you once again the great dr for what you have done for me if you are out there since passing through any of this problems listed below if you want your ex back if you always have bad dreams you want to be promoted in your office you want women men to run after you if you want a child you want to be rich you want to tie your husband wife to be yours forever if you need financial assistance herbal care if you want to cure your hiv if you want to cure your cancer if you want to cure any disease just contact him now with this email dr alimoherbarhome gmail com or call or whatsapp dr on thanks dr', 'good day everyone my name is jennifer tracy from u s a i have this great opportunity to share this testimony about how i get cure for my hiv three years ago i was hiv positive so i was suffering from it i was doing one thing or the order to get a cure there was know way for it so i was on my research on the internet i saw a testimony of a young man about how dr agbebaku help him get a cured for hiv with his herbal medicine i was surprise and i do not believe i said okay let me try him i contact him on his email address and he gave me instructions and i follow it he told me what to do and i did it after a week he sent to me the medicine true dhl he told me how to use it and i did exactly how he instructed me to use it after two weeks he told me that i should go for test indeed i did it and behold i was hiv negative am so grateful doctor now am happy with my husband and two kids i want to use this opportunity to say this please if you have this kind of disease called hiv i want you to contact him on is email dragbebakuspellsolutiontemple gmail com or call him on or his whatsapp number and he can also help you get a cure for hpv herpes cancer disease and he can cure you from any kind of diseases with his herbal medicine all you have to do is to believe him thank you my dr may god bless you']"
110,109,942,109_circumcision_circumcised_foreskin_genital,"['circumcision', 'circumcised', 'foreskin', 'genital', 'mutilation', 'sheep', 'male', 'fgm', 'female', 'sheeple']","['male circumcision is also a form of genital mutilation not as bad bit still a bad thing', ""at least they don't practice genital mutilation and circumcision"", ""oh i get it you're an anti circumcision loon who wants to equate the barbarity of female circumcision with male circumcision so sorry i doubt many guys who are circumcised regret being circumcised can the same be said for the women forced into genital mutilation in africa and the near east""]"
111,110,937,110_jury_jurors_trial_black,"['jury', 'jurors', 'trial', 'black', 'juries', 'judge', 'police', 'juror', 'crime', 'justice']","['a grand jury is not a trial though', ""let's hope there are no people like you on the jury then"", 'the jury says']"
112,111,927,111_libya_chemical_weapons_syria,"['libya', 'chemical', 'weapons', 'syria', 'gaddafi', 'libyan', 'assad', 'iraq', 'obama', 'intervention']","['libya is not in america go back to school', 'libya has no friends because there is no libya', 'we had an all out war in libya']"
113,112,918,112_poetry_poem_poems_poet,"['poetry', 'poem', 'poems', 'poet', 'poets', 'yeats', 'read', 'book', 'reading', 'books']","['poetry better keep that day job', 'now i am going to read you some poetry', 'this is poetry']"
114,113,894,113_pence_killary_mike_clottin,"['pence', 'killary', 'mike', 'clottin', 'pences', 'trump', 'voted', 'cheeto', 'conviction', 'clots']","['pence would be times better and i hate pence seriously', 'then probably more years of pence', 'who would you rather have trump or pence']"
115,114,887,114_mars_moon_earth_asteroid,"['mars', 'moon', 'earth', 'asteroid', 'planet', 'asteroids', 'space', 'radiation', 'atmosphere', 'colony']","['its the real world mars', 'so when can we move on mars', 'where is this place mars']"
116,115,872,115_generation_millennials_millennial_gen,"['generation', 'millennials', 'millennial', 'gen', 'millenials', 'generations', 'boomers', 'work', 'parents', 'born']","[""it's definitely past time to choose a name for the next generation after millennials and the usual definition of millennials as this article says born from to the early s already seems too broad to me a millennial is someone who came of age around the turn of the century so the cutoff would be around the early s at the latest basically if you don't remember the formative event for the millennial generation imo or a world without smartphones you belong to a younger generation"", ""i don't really think years ago society was aware of what issues were important to the generation labelled millennials they were called generation y they grew up around computers the oldest of their generation started gravitating toward social media they weren't known for much else at the time remember when proposition ssm lost in california in millennials were clearly not of age at that point just as the following generation isn't of age yet after everyone will get a better idea of what the new generation is and what their demands and priorities are it will be interesting to see how significant a generational gap there is between the millennial and this space for rent generations because i know how millennials can get if you disagree with them in short mtv is irrelevant"", 'millennials the greatest generation']"
117,116,826,116_robot_robots_daycare_childcare,"['robot', 'robots', 'daycare', 'childcare', 'kids', 'human', 'humans', 'ai', 'computer', 'child']","[""he's a robot"", 'are you a robot', 'and being a robot']"
118,117,825,117_spell_caster_husband_dr,"['spell', 'caster', 'husband', 'dr', 'com', 'gmail', 'contact', 'email', 'ex', 'spells']","['i am angel white from united states of america i will start by saying to all that have experience heart break and also cant do with out there lover should please stop here and read up my story so as you will know how to go solving or getting your ex back from this spell caster and again i will want to also tell all that this spell caster i will want to tell the whole world about is harmless and do not have any side effect but to restore and give you back what you deserve cos when i meet with this spell caster that was introduced to me by the wife of my boss in my working place he made it clear that he can cast spell on so many other problems except in getting your ex or making your lover to love you more that will suite you last year december my lover was cheating on me and was not also give me the attention that a man should give to a woman and really that was troubling my mind and tearing my heart apart to the extent that i was not concentrating in the office the way i use to before the break up by my lover and before that incident i always see how my boss use to love his wife so much i was binging to think that i was not doing the right thing to him that will make him love me forever so i really gathered my courage and went to my boss wife office to ask her the secret that made her husband love her so dearly in the first place she refused in telling me she asked me why i am asking her such a question that if is it not normal for every man to love his wife i told her the reason that made me ask her about this question that my lover started cheating on me lately when i knelt down before her for her to see my seriousness in this issue that i went to ask her she opened up to me by telling me that i should not tell anybody about what she want to tell me the wife to my boss started to say to me that she used a very powerful spell on his husband to love her and the spell that she used is harmless but the spell is just to make him love her and never to look for any other woman except her i quickly ask her how did she get to know this great power durable and perfect work spell caster she said that a friend of hers also introduce her to him then i also ask her how i can meet with this spell caster she said everything to me that the name of this spell caster is dr wicca temple my next question to her was how can i get this wonderful spell caster she said she is going to give me the email of the spell caster for me to contact him for my problem really she gave to me this spell caster email and i contacted him and explained all to him and after every thing that needed to be done by the spell caster in the next two days my lover that hated me so much came to house begging for forgiveness and i was so glad that i have finally gotten my heart desire i was so grateful to this spell caster for what he has done for my life so i made a promise to him that i will always continue telling the world about his wonderful work towards me and also to other that came to you before and also the people that will also get to you from my story that i narrated online now i will want to say to the entire world that you should not cry over noting again that there is a great man that has been helping individuals to restore there joy and smile in there faces the direct email to get this man is traditionalspelltemple hotmail com this is what i want to tell you all out there that is thinking that all hope is lost ok thanks', ""after been in relationship with a guy for years he broke up with me i did everything possible to bring him back but all was in vain i wanted him back so much because of the love i have for him i begged him with everything i made promises but he refused i explained my problem to someone online and she suggested that i should contact a spell caster that could help me cast a spell to bring him back but i am the type that don't believed in spell i had no choice than to try it i meant a spell caster called dr ehi and i email him and he told me there was no problem that everything will be okay before three days that my ex will return to me before three days he cast the spell and surprisingly in the second day it was around pm my ex called me i was so surprised i answered the call and all he said was that he was so sorry for everything that happened that he wanted me to return to him that he loves me so much i was so happy and went to him that was how we started living together happily again since then i have made promise that anybody i know that have a relationship problem i would be of help to such person by referring him or her to the only real and powerful spell caster who helped me with my own problem and who is different from all the fake ones out there anybody could need the help of the spell caster his email drehinomenspiritualhome gmail com you can email him if you need his assistance in your relationship or anything can never stop talking about you sir"", 'after being in relationship for years my husband broke up with me all was in vain i wanted him back so much because of the love i have for him i begged him with everything i made promises but he refused i explained my problem to someone online and he suggested that i should rather contact a spell caster that could help me cast a spell to bring him back but i am the type that never believed in spell i had no choice than to try it i emailed the spell caster and he told me there is no problem that everything will be okay before seven days that my ex husband will return to me before seven days he cast the spell and surprisingly in the six day it was around pm my ex husband called me i was so surprised i answered the call and all he said was that he was so sorry for everything that happened that he wanted me to return to him that he loves me so much i was so happy and went to him that was how we started living together happily again since then i have made promise that anybody i know that have a relationship problem i would be of help to such person by referring him or her to the only real and powerful spell caster who helped me with my own problem and who is different from all the other once out there so friends my advise is if you have such problem you can email him on drowonaspelltemple gmail com or you can whatsapp him with this number sir i am indeed grateful for the help i will forever recommend my friends to you']"
119,118,824,118_ss_security_social_retirement,"['ss', 'security', 'social', 'retirement', 'payday', 'benefits', 'cap', 'pension', 'atm', 'pay']","[""all the 'ss' do"", ""removing the ss payroll cap is the perfect way to undermine support for social security after all if you require someone making million say to pay into social security that person is rightfully going to demand a lot more back from social security than he or she is currently getting and if you don't give it then you are admitting that the return on social security is negative not just negative massively negative you put in for your retirement and you get back so why on earth not privatize it even at the worst of the recent financial crisis the return wasn't that bad the ss payroll cap exists because ss is supposed to be a self funding pension scheme it's not but everyone likes to pretend it is treat it like an income redistribution plan and many americans will start asking why they are paying for someone else's retirement instead of their own hint those people asking this question tend to vote at a much higher rate than other people"", 'a few public sector employees who did not pay and have paid for them social security taxes get their pensions and no ss in some cases where the employee and employer did contribute to ss benefits and their public service pension is high enough some portion of social security retirement benefits may be capped']"
120,119,812,119_egypt_morsi_egyptian_mb,"['egypt', 'morsi', 'egyptian', 'mb', 'brotherhood', 'mubarak', 'egyptians', 'military', 'democracy', 'sisi']","[""bashing egypt is all they do the media's coverage about what is happening in egypt is a joke filled with distortions are one sided or are even completely fabricated just for the sake of slander here i am an egyptian who lives in egypt and actualy knows what is happening our president abdel fattah el sisi was democratically elected he is loved by the people we fully support our military security and police forces and our intelligence service and we are forever thankful to them for risking their lives on a daily basis to protect us and our country from terrorists who wanted to do to egypt what they did to iraq syria and libya egypt is not turning into military dictatorship all this slander is because we thwarted the u s imperial agenda in egypt no wonder the u s mainstream media is bashing afterall we overthrew their puppets and elected a president who will help egypt stand on its own two feet something the u s israel want to prevent at all cost how come the media has nothing to say about the many projects egypt is working on such as the building of proper housing for the poor the many projects of the suez canal that is generating great revenue for egypt many people's pension has increased dramatically the steps taken to facilitate the lives for farmers who are the backbone of egypt's economy e g decreasing the costs for renting land in order to encourage farming the reconstructions of roads and bridges although it is a short terms solution to the traffic problem it is already an accomplishment of the government with an immediate tangible result already fixing some the traffic problems egypt is facing the reformation of the education system the restoration of the historical buildings these are just some of the very few projects egypt is working on and that never ever gets covered in u s uk mainstream media all they do is slander us and our country no meaningful and in depths analysis about what is truly happening here the media loves portraying our authorities as a bunch of barbarians worse than the mb and hitler himself which is not true surely like in any countries mistake happen and there are few fishy individuals but overall egypt is doing it right our authorites are doing a very good job egypt is not cracking down on those who oppose the government nor is egypt becoming more repressive the journalists who live here and whose articles get published slandering our government yet claim egypt is cracking down on those who criticize the government are obviously contradicting their own statement egypt is cracking down terrorists criminals and on all those who try to do to egypt what they did to iraq and syria it is a fact that we are going through war like times the u s qatar and turkey are trying to do to egypt what they did to iraq syria and libya turkey had to give up hope of ever joining the eu erdogan was promised and hoping to become the leader of the new world order the new ottoman like empire qatar a tiny oil rich country does whatever the u s tells them to qatar even built al udeid the u s military base in qatar for the u s which says a lot about the u s qatari relationship qatar has spent a lot of money to destabilize egypt so we have every right to arrest those who are a threat to our national security and all those who refuse to follow the law and respect the judiciary and this is how it should be also many of the so called human organizations are used for political purposes and they use human rights as a pretext to justify interference some of these human rights organizations for instance wanted to pressure us to release mb members from prison hrw criticized egypt for listing the muslim brotherhood as a terrorist group although by this time the mb had already torched over churches adn coptic institutions hrw also falsely accused egypt of a massacre in rabaa adaweya when it was the mb who piled weapons in their tents and started shooting at the police the fist ones to die were policemen although hrw have been informed several times they intentionally left out this information hrw also lied and falsely accused assad's gov of using chemical weapons when it was al qaeda who used those weapons against civilians to give the u s the excuse for a direct and very open military intervention because assad was about to win the war against the u s armed and trained terrorists"", ""it was not a military coup it was the biggest protests in egypt's history it was the will of the masses that led to actions started by a group of civilians called tamarod who created a petition which was signed by million egyptians calling for the ouster of morsi which then led to the biggest protest ever which led to removal of morsi the military's role was the role of the protector also keep in mind that the mb had a militia and were in the process of further developing it and creating their own proper army besides the national egyptian army what does this say about the mb the media is lying again and they use the exact same lying propaganda the muslim brotherhood use calling the ouster of morsi a military coup which is not true our military protected egypt and prevented it from turning into iraq and syria"", ""my dear fool your entire body is what represents what's messed up with egypt i knoew much more about egypt than you do it clearly appears egypt was already a shithole before morsi assumed power you muppet this 'destruction' you speak off was nothing more than an illusion that didn't even effect you and the 'liberal elite' of egypt why is it wrong for morsi to gain control over state institutions he's the bloody president you moron if he didn't gain control then what's the point of elections never before have i heard such garbage that's why morsi issued a supra constitutional declaration giving himself unchecked powers never before seen in egypt allah akbar the ignorance and stupidity in this comment will bewilder anyone obviously you've never seem to have heard of a man called hosni mubarak a man who spent years in power who changed the constitution several times to suit his needs morsi gave himself powers just so he can pass through a referendum you seem to completely forget he asked the people to vote to approve or disapprove of the constitution did it escape your mind he didn't simply pass through it stubbornly he wanted a vote on it the constitutional court which has allowed mubarak to rape egypt and continue to rule without question for years kept blocking morsi's attempts at going ahead with a referendum as soon as the referendum was over he removed his extraordinary powers right after the unchecked power you are so keen to talk about was gone just like that you seem to completely forget about that too no doubt like other indoctrinated egyptians you let the facts pass through one ear and out the other that's why they issued cease and desist orders to all private tv stations before the coup that's rubbish show me the letters right now that morsi sent to the tv stations asking to c d i want to see the genuine articles more propaganda by the pro coup camp and let me ask you did these tv stations close no but after the coup dozens of mb channels were forcibly closed down no c d letter and look at bassem youssef after one episode making fun of sissi candy his show is now suspended that's why they tried to arbitrarily lower the retirement ages for judges to to remove all current judges you seem to be very ignorant don't you already know that a lot of these judge positions are hereditary they pass the jobs to their sons and their sons morsi lowered the retirement age to prevent this not to mention he was targetting the constitutional court made of corrupt mubarak era judges who were happy with years of dictatorship that's why they arbitrary replaced the prosecutor general of the country ya allah the more i read your comments the more i cringe the prosecutor general is a mubarak crony you fool he would make trumped up charges against all of mubarak's political opponents why do you protect this criminal he has no right to continue his job as pg you are such an idiot you need to remove all of mubarak's bureaucracy in order to succeed a revolution simply removing one man does not change the country canceling relations with syria at a rally at a soccer stadium he was completely right to do your arab brethren in syria are getting slaughtered by the barbaric tyrant bashar asaad or do you support this tyrant and sponsoring sectarian violence against christians and shia please give me video proof that he literally said 'go and spread violance against christians and shia ' otherwise you are lying right now so while you sit in your leftist hellhole in the west thinking you know what is best for the people in egypt based on your total lack of knowledge i'm no leftist my foolish friend i get called an islamist or right wing bigot by leftists funny how leftists don't like you anyway because they know what a shambles the 'liberal elite' of egypt are those on the ground were seeing the path to freedom in egypt darken and were seeing the brotherhood attempt to permanently alter the very identity of the egyptian people the ones of the ground were the misled ones that's why egypt is now the laughing stock of the century the population of people who begged for dictatorship to return that is why the people in the west believe your people are not read for democracy westerners put up with governments for years while you cannot even go through year of civilian government perhaps they are right and you do not deserve democracy military intervention is not perfect it never is but this one was necessary and has the support of the vast majority of the egyptian people who know much better than you about which institution is better for egypt you ignorant fool the rest of the world watch is shock how you asked the institution that was okay with years of mubarak and supported him for years was begged to return the army should never ever interfere with politics because they are the source of problem and corruption in your country egypt has one of the highest illiteracy rates in the world how can you tell me that the vast majority know much better about which institution is better you pathetic leftist idealists in the west who think they can impose their ill informed vision of the world on other people make me sick i live in a st world country whose poverty level is tiny compared to egypt's and whose economy is a mountain compared to egypt and whose freedom of speech and political stability is much better compared to egypt as such i am in a better position to judge than you who has never lived in real democracy and only dictatorship that is why the people of the world have advised you not to trust the army you have been misled and egypt will suffer greatly for this the people in the 'we are khalid said' group that started the jan revolution are already against the coup the april movement is also against the coup i am not a leftist so you can stop trying to make excuses for the shitty state of your country you make the world laugh at your stupidity""]"
121,120,811,120_nd_amendment_heller_court,"['nd', 'amendment', 'heller', 'court', 'law', 'courts', 'furious', 'rights', 'canada', 'federal']","['nd amendment', 'so is the nd amendment', 'and the nd amendment rights too right']"
122,121,808,121_prison_incarceration_violent_crime,"['prison', 'incarceration', 'violent', 'crime', 'prisons', 'jail', 'crimes', 'criminals', 'offenders', 'prisoners']","['i went through a phase in college of reading a lot about prisons and prison riots and one thing i remember reading in several sources prison riots occur most often shortly after the prison administration concedes something to the prisoners or passes reforms which make prison conditions better sounds nutty but it was well supported in the books about prison life i read so is another attica on the horizon if the prison reformers get their way probably yes', 'did you see the part where i said i agreed with the article overall i actually am someone who is spending my life trying to change our prison system it s what i spend my time on every day my focus is trying to systemically develop avenues to leadership in addressing cj policy for people who have been incarcerated so i m not defending prisons at all and i certainly would not want to be incarcerated what i meant was simply that in some ways mass incarceration is merely the tip of the iceberg when it comes to social problems in the us in other words as bad as things are in prison what does it say about our country that some people live longer in prison than out it probably says a lot of different things but one thing it says to me is that we need to do a better job with access to health care education and employment i have met many many smart motivated and impressive people through my work in prisons and to me their incarceration is a loss to our society as a whole above and beyond the loss to their families and immediate communities', ""of course not us incarceration policy is based on punishment and vengeance this is why american prisons are hellholes compared to european prisons and also why they produce far more recidivism if we were truly interested in creating productive members of society out of prisoners why would we treat them like animals laugh at prison rape advocate for harsher sentences mandatory minimums cut prison education budgets and work programs all the while the prison population explodes note at of the world's population we hold of the world's prison population educate yourself""]"
