Topic,Count,Name,Representation,Representative_Docs
75,1870,74_rent_housing_homeless_silicon,"['rent', 'housing', 'homeless', 'silicon', 'valley', 'city', 'zoning', 'live', 'apartment', 'cities']","[""also in order to afford to buy a house outright most americans have to live far out in the suburbs if a middle class american wants to buy a home they will inevitably live outside of the dense urban core where their jobs are thus longer commutes if you are willing or prefer to rent you have more flexibility in where you can live because you don't have to finance for your downtown residence you simply bight off a month in rent the exceptions to this appear to be san francisco where long term owners inside the city have manipulated the market so that young newcomers who are more likely to rent don't have housing options inside the city and have to live in the suburbs and the upper midwest where inner city housing values are low and lower middle class families can afford homes downtown"", ""i have worked directly with homeless programs for a couple of decades and have a few observations there needs to be more people involved in the decision making process who are not homeless advocates hud gave the advocates control of funding through the continuum of care funding process the advocates are subject to group think ideology and conflicts of interest they shut down discussions that are not aligned with their views there needs to be more input from people who are homeless about the type housing they want the advocates are too focused on redeeming people and trying to take people who have long term mental illness substance abuse issues misa and turning them into sober minimum wage workers living in one bedroom suburban apartments many of the homeless do not want this lifestyle it is common for chronic homeless to be placed in housing and then reject it for life on the streets many of the homeless cannot give up abusing substances part of the issue is designing the physical housing in a format that they will stay housed for instance group housing may be preferable to a traditional apartment a second part of the issue is the rules for instance do you allow the homeless to have friends spend the night do you allow them to drink smoke etc a related issue is the cost of housing and servicing the homeless the models used by the advocates results in extremes on one hand the advocates are spending large sums on housing and services i can cite examples of cities spending around per studio apartment plus they provide all sorts of services that may or may not be welcomed because they spend so much money on some people there are a large number of people who then end up in horrible emergency shelters if new models were adopted the cities could house significantly more people with less on going service cost the programs need to be simplified and provided more universally there are so many rules and regulations it makes it hard to qualify people and keep them housed in regards to locations historically a lot of homeless were day workers who lived next to industrial areas i don't see why the housing could not be moved to a commercial industrial location"", ""while not on the top largest only about population portland or just up the road for san francisco is facing a crisis situation with regards to housing and homelessness rents here are rising faster than anywhere in the nation while wages on average for most residents are low as i have mentioned in other comments to stories on housing issues rental management companies and independent landlords have been jacking rents up or more between tenancies the metro area is caught in what could become a housing pressure cooker by a strict urban growth boundary as the population is expected to grow by over in the next two decades mostly by relocation that is more than the city's current population as demand begins to encroach on supply and ins some cases it is beginning to do so prices will continue to rise leaving many low and fixed income out in the cold literally currently low income people are being displaced from the close in neighbourhoods to the outlying burbs by the effects of gentrification and upscale development which increases overall housing costs the upward march in rents is now even creping into these areas as well threatening to push people even further out or out on the street in one outlying community hillsboro it has already happened developments built along the lrt lines to encourage taking transit over driving are in many cases financially out of reach of the people for whom transit is the only way to get on with life in one inner se portland neighbourhood bus frequency on one line has been increased several times however the average rents along the line are pretty much beyond what of most who work in the restaurants boutiques and pubs along the street could afford a news article a year or so ago pointed to interests outside the state one of which based in silicon valley that are looking to buy up homes in the inner neighbourhoods to rent primarily to upwardly mobile professionals who would telecommute this will only make the current bad situation worse as it will spark further inflation of housing prices and rents meanwhile those on low and fixed incomes are being shoved out to the outskirts where one pretty much needs a car because of poor transit frequency and schedules greater distances to jobs and services like shopping schools or clinics as well as lack of sidewalks and crosswalks in many areas many of the rental units in these areas are those cheaply built prefab s types with insufficient insulation poor if any weatherisation and inefficient electric baseboard heating that can make utility bills in the winter almost as expensive as the rent a number of these places are also poorly maintained by the owners as well with mould being a major health issue one more aspect that is taking away what little affordable housing are regulations and taxes that make splitting a home into multiple rental units more expensive for example city codes now require two exits for emergency escape most older homes do not have that so they need to be modified to comply at the owner's expense i lived in such a unit part of the property tax code also makes it more expensive to rent out a home particularly if it is divided into multiple units so many owners are finding it better to just sell the house outright rather then continue renting it particularly as the housing market here is in a boom phase again in their quest to promote portland as a progressive green and liveable community the city administration and metro are making it increasingly unliveable for the many who have celled the portland home for decades if not their entire lives""]"
76,1867,75_plan_years_november_year,"['plan', 'years', 'november', 'year', 'friday', 'minutes', 'normal', 'days', 'january', 'monday']","['it was all part of the plan', ""that's the plan"", 'if you like your plan you can keep it']"
77,1858,76_que_la_en_les,"['que', 'la', 'en', 'les', 'el', 'es', 'por', 'liar', 'est', 'le']","['call in the spanish que que que then', 'if you read spanish hay una diferencia clave entre los ni os mexicanos y el resto expone meyer y es que si un menor centroamericano es detenido por la patrulla fronteriza en su intento de entrar a estados unidos lo van a llevar a un centro de refugiados y luego lo mandar n a la casa de un familiar donde esperar a que se cumpla su derecho de comparecer ante un juez para que se estudie su caso y se analice si acceden a darle protecci n y asilo en cambio en cuanto a los ni os mexicanos parece que la tendencia es asumir que stos son para deportarlos directamente y que la mayor a vienen por motivos diferentes a los de trata de personas violencia o persecuci n pero nosotros viendo la situaci n de inseguridad que hay en m xico pensamos que estos ni os merecen la misma protecci n que cualquier otro de centroam rica se ala mayer', 'part repetir la palabra dictadura socialista no es eso de repetir una mentira miles de veces para que sea verdad es la forma mas sutil y inteligente de hacer que las personas odien detesten y deseen que se trague la tierra a alguien que usted quiere eliminar por que le molesta en sus planes joe biden mande a sus generales a luchar de norte a sur y de este a oeste esta es la eleccion de we the people no equivoque la brujula o terminara perdido en un laberinto del que nunca sabra salir el cambio en los estados unidos no lo lograra usted solamente sentado detras de una computadora usted debe de convertir a cada norteamericano en una persona con el poder para devolverle a su pais aquello que precisamente hizo grande a este pais cuando en otros paises los ciudadanos vivian bajo el despotismo y la dominacion de sus lideres como ahora por desgracia ha surgido una persona en los usa que quiere gobernar a los usa de esa misma forma por eso a toda aquella persona que en los usa quiera hacer de este pais el pais donde la justicia la democracia la oportunidad y la libertad no sea algo de unos pocos y siga siendo algo para todos se le debe de dar la oportunidad de ser parte activa por hacer de los estados unidos el pais en el que todos los que vivieron o viven bajo regimenes o gobiernos totalitarios miren como el faro de libertad y la guia de una sociedad libre pues hay que evitar que los estados unidos se convierta con donald trump en el pais desde donde el odio racial la discriminacion social y el peor de todos horrores que la humandidad ha conocido el facismo sea lo que se irradie al planeta pues de suceder eso de seguro se desataria en el mundo todo lo peor de los seres humanos y viviriamos en un mundo donde los sentimientos humanos que predominarian serian el despotismo el racismo la humillacion la ambicion desmedidad y el capitalismo salvaje que pasaria de ser una palabra a ser la realidad de un mundo decadente sin valores humanos y estarian mas cerca cada dia los seres humanos de su extincion como especie solo un tonto puede pensar que donald j trump no es una leccion para que todos entendamos lo que sucede cuando se le permite al horror salir del infierno en donde debe de permanecer encerrado y jamas poder tener la oportunidad de acercarse a los seres humanos en ningun lugar de este mundo tu lugar es en el infierno donald trump si el descontrol del covid los desastres naturales lo hechos violentos por armas de fuego en aumento vertiginoso los mas de muetos de la pandemia ademas de los empleos letrinas y la forma de tratar a los inmigrantes ilegales como tratan a los inmigrantes en gibraltar o palestina no son la antesala de lo que podriamos ver en los estados unidos en los proximos a os de seguir donald trump en la casa blanca mejor sera que digamos que somos superticiosos y que es mentira que la tierra es redonda solo un fanatico un ciego y un frustado como ser humano no verian esta realidad y la negarian nunca dejes entrar en tu cabeza el odio que tu mente sea dominada por la maldad y que tus pensamientos esten guiados por el rencor por que una vez que eso suceda vas a estar a os como los cubanos de la derecha del sur de la florida viviendo con el alma en pena llorando por incapaces y pidiendole al se or que un dia lejano nadie sabe cuando puedan sus sue os hacerse realidad pues la realidad es que sus sue os son solo pesadillas una vida entera desperdiciada en vano y una muestra de que ni en el pais de la libertad su forma de pensar y actuar han tenido una logica y un sentido comun como un amigo mio me dijo una vez cuando vio a unos bagos que vivian pesimamente riendose de que se estan riendo las hienas si no tienen nada de que reirse llevan a os llorando en los usa hay personas que no agradecen lo que la vida les ha dado y por eso la vida se lo ha quitado todo y les ha dado nada']"
78,1846,77_atlantic_mj_jim_rumble,"['atlantic', 'mj', 'jim', 'rumble', 'article', 'articles', 'atlantics', 'fax', 'internet', 'youtube']","[""it's the atlantic after all"", ""it's the atlantic"", 'not you too atlantic']"
79,1815,78_barry_barrys_soetoro_bathhouse,"['barry', 'barrys', 'soetoro', 'bathhouse', 'reggie', 'bath', 'boy', 'gay', 'house', 'mika']","['this must really p is s barry off', 'like barry s', 'barry will find one']"
80,1810,79_mask_masks_wear_wearing,"['mask', 'masks', 'wear', 'wearing', 'mandates', 'mandate', 'face', 'distancing', 'masked', 'worn']","['someone not wearing a mask then', 'why when you can just wear a mask', 'put your mask back on']"
81,1681,80_pence_mike_pences_vp,"['pence', 'mike', 'pences', 'vp', 'trump', 'indiana', 'president', 'vice', 'trumps', 'christian']","['if trump could fire pence he would', 'pence and trump in', 'trump pence']"
82,1675,81_swamp_drain_draining_creatures,"['swamp', 'drain', 'draining', 'creatures', 'drained', 'trump', 'creature', 'dc', 'deep', 'swamps']","[""trump is the swamp he's not doing anything"", 'trump is the swamp', 'they are all swamp']"
83,1672,82_kevin_kevins_post_drum,"['kevin', 'kevins', 'post', 'drum', 'twit', 'boring', 'blog', 'cat', 'posts', 'think']","['especially if it was kevin', 'great news kevin', 'i vote with kevin']"
84,1661,83_donnie_deadbeat_donnies_fat,"['donnie', 'deadbeat', 'donnies', 'fat', 'tick', 'devious', 'plague', 'il', 'invasion', 'hes']","['tell that to donnie', 'let donnie be donnie', 'donnie voters make believe donnie is a real president']"
85,1612,84_rand_paul_ron_ayn,"['rand', 'paul', 'ron', 'ayn', 'pauls', 'rands', 'libertarian', 'libertarians', 'senator', 'philosophy']","['rand paul', 'or rand paul', 'rand paul']"
86,1608,85_sarcasm_irony_sarcastic_hyperbole,"['sarcasm', 'irony', 'sarcastic', 'hyperbole', 'ironic', 'obtuse', 'tag', 'detector', 'comment', 'meter']","['is this sarcasm', 'it was sarcasm', ""it's called sarcasm and irony""]"
87,1602,86_marine_marines_civil_military,"['marine', 'marines', 'civil', 'military', 'war', 'veterans', 'served', 'army', 'service', 'veteran']","['we need a civil war now', 'if there ever is a civil war', 'civil war is now']"
88,1601,87_canada_trudeau_haiti_canadian,"['canada', 'trudeau', 'haiti', 'canadian', 'canadians', 'haitians', 'harper', 'haitian', 'quebec', 'justin']","['are we canada now', ""for a canadian harper was strong little trudeau is canada's first boy pm"", ""ask trudeau canada's laws are different than ours""]"
89,1571,88_sweden_swedish_swedes_macron,"['sweden', 'swedish', 'swedes', 'macron', 'le', 'pen', 'france', 'denmark', 'french', 'norway']","['sweden yes', 'sweden yes', ""i'm not sure that it is just sweden""]"
90,1546,89_drone_drones_strikes_strike,"['drone', 'drones', 'strikes', 'strike', 'terrorists', 'war', 'kill', 'military', 'use', 'terrorist']","['drones too', 'obama drone', 'and trump could drone your a']"
91,1542,90_audit_arizona_az_wisconsin,"['audit', 'arizona', 'az', 'wisconsin', 'election', 'maricopa', 'michigan', 'county', 'georgia', 'ballots']","[""no fraud in the arizona audit what the hell are you smoking it's massive fraud moron commie liar"", ""here is the form letter template you may use to contact the senators via email as you are aware we are living in unprecedented times there was an unprecedented voter turnout in this election an unprecedented number of votes given to a presidential candidate in history as well as an unprecedented number of unsolicited ballots mailed out willy nilly this election also uncovered unprecedented fraud that occurred in ways that most never knew was possible our eyes have been opened the people of arizona and elsewhere have lost their faith in the election process as well as in many of our elected officials arizona is on the precipice of that trust never being restored our rights have not been protected our voices have not been heard our confidence in a free and fair election has been lost i am grateful that you chose to embrace the constitutional authority that our forefathers bestowed upon you in subpoenaing and securing a forensic audit of the dominion voting systems machines and our physical ballots history is being written at this very moment the decisions you are making regarding this forensic audit will impact arizona's future and the future of our nation and beyond the entire world is watching arizona and you action must be taken for arizona's citizens to begin to have their confidence in the legislature restored god has put you in this place at this time to do just that these unprecedented circumstances demand an unprecedented and multilayered forensic audit process we have witnessed politicians across our nation attempt to pacify the people with incomplete incompetently handled audits the only path forward is to enlist multiple independent highly experienced professional auditors such as allied security operations group and tesla laboratories to audit the dominion voting systems machines as well as the physical ballots themselves to date a complete unbiased forensic physical ballot audit has never been undertaken in good faith anywhere in the country the closest we came was in when physical ballots with hanging chads were visually inspected by humans for kinematic artifacts identifying and examining kinematic artifacts was the standard then and should be the standard even more so today tremendous technological advancements have been made in the detection of kinematic artifacts recently there have been ballot counts both by machine and hand but as you are no doubt aware by now the scope of ballot fraud has extended far beyond what merely counting the number of ballots can detect the same kinematic artifact technology that is presently utilized to identify counterfeit currency banknotes bonds stocks and passports must be used to examine the last thing each voter had in their hand when they voted their physical ballot the latest technology which can verify a minimum of validation points on each ballot has been made available to you for this forensic audit computer driven kinematic artifact technology can result in an entirely unbiased audit all human opinion is removed as computer vision machine learning and artificial intelligence can now examine and flag problematic ballots as they are scanned just as the original paper ballots were audited in for kinematic artifacts our physical paper ballots must also be forensically audited for kinematic artifacts to verify their authenticity kinematic artifact examination is a proven process that has been utilized in various fields for decades with the technology at our fingertips today we can finally reach a quick thorough and unbiased audit determination beyond contestation your constituents will accept nothing less future election integrity and voter security cannot remain compromised we will not trust the voting machines az selected we will not trust the ballots nor will we trust those we elect now or in the future you our presently elected legislative members have been given the opportunity to do the right thing for arizona and our fragile republic i implore you to take the first steps in restoring our trust on behalf of our great state of arizona i pray for you and your fellow courageous trailblazers"", ""it would seem that the arizona forensic audit of its own election results is an integral part of the arizona voting process and according to article i section clause and the fourteenth amendment that is a state domain in fact scotus has upheld a variety of state laws designed to ensure that elections including federal elections are fair honest and orderly isn't that what is happening here and isn't that what wendy is saying now if the state fails in its attempts to keep its own elections fair honest and orderly then i suspect the us congress and perhaps scotus not the executive branch would be legally allowed to step in but they haven't have they in fact they both seem to be complicit in the alleged election fraud of how amazing is that perhaps the feds and us all should simply wait until the arizona audit results are known before we get our panties in a twist forensic audits are usually pretty good and pretty thorough in determining the truth in cases especially in cases where fraud may be involved the other interesting aspect of this arizona audit is that several other states have now expressed interest in knowing what was happening with the audit and have visited the arizona audit facility is an election overrule landslide coming i have long thought the problem with election fraud started when open and public elections were made secret and private also when voting in elections became primarily electronic rather than audit able and manually counted paper votes election fraud became an instant winner the problems with electronic voting systems are legend by the way why is there always the mandatory same day election results declaration why isn't election auditing done before a state declares a winner isn't this especially important in both state and federal elections why do any states allow their election results to be declared before the votes have been verified by forensic auditors so what if it takes weeks to declare an election result do it right""]"
92,1530,91_fraud_cons_apologize_ag,"['fraud', 'cons', 'apologize', 'ag', 'trump', 'apology', 'prosecutor', 'frauds', 'tantrum', 'fat']","['not a fraud though', 'no fraud', 'and he is a fraud']"
93,1528,92_boehner_walker_speaker_boehners,"['boehner', 'walker', 'speaker', 'boehners', 'house', 'john', 'brnovich', 'scott', 'cantor', 'gop']","['john boehner d', 'maybe they can get boehner back', 'i like boehner']"
94,1478,93_somalia_khan_somalis_nations,"['somalia', 'khan', 'somalis', 'nations', 'somali', 'united', 'world', 'organization', 'council', 'mogadishu']","['somalia i always forget', 'make america somalia again', 'like somalia']"
95,1440,94_french_france_paris_wilders,"['french', 'france', 'paris', 'wilders', 'revolution', 'napoleon', 'dutch', 'europe', 'eu', 'bastille']","['why are you being so hard on the french', 'so move to france then', 'it is from france after all']"
96,1426,95_reagan_kerry_ronald_reagans,"['reagan', 'kerry', 'ronald', 'reagans', 'john', 'certificate', 'bush', 'president', 'carter', 'birth']","['reagan did', 'just like reagan', 'reagan much']"
97,1413,96_sessions_jeff_ag_chaffetz,"['sessions', 'jeff', 'ag', 'chaffetz', 'trump', 'swamp', 'recuse', 'attorney', 'recused', 'hes']","['sessions said he would not go after her', 'president sessions', 'trump sessions']"
98,1413,97_venezuela_chavez_maduro_venezuelan,"['venezuela', 'chavez', 'maduro', 'venezuelan', 'venezuelans', 'socialism', 'socialist', 'oil', 'hugo', 'venezuelas']","['or venezuela today', 'better yet venezuela where there is nothing left', 'again venezuela nothing to do with it']"
99,1371,98_cult_bible_marriage_homosexuality,"['cult', 'bible', 'marriage', 'homosexuality', 'sin', 'child', 'women', 'children', 'god', 'jesus']","[""above you're in a cult"", 'no you dont get anything why your still in the cult', ""it's a cult""]"
100,1337,99_satire_qanon_banned_patty,"['satire', 'qanon', 'banned', 'patty', 'moderation', 'readinamazement', 'pattymo', 'comments', 'account', 'ban']","['it is satire', 'more satire', 'satire no']"
101,1319,100_moore_roy_alabama_moores,"['moore', 'roy', 'alabama', 'moores', 'michael', 'judge', 'jones', 'strange', 'doug', 'senate']","['roy moore', 'not if you are roy moore', 'no neither were and neither has moore']"
102,1310,101_marriage_gay_scouts_marry,"['marriage', 'gay', 'scouts', 'marry', 'sex', 'couples', 'married', 'gays', 'marriages', 'scout']","['there is no such thing as same sex marriage it is phony marriage and nothing else', 'gay marriage is the law of the land', ""just cause i support straight marriage doesn't mean i am against gay marriage""]"
103,1259,102_obozo_webb_obummer_obozos,"['obozo', 'webb', 'obummer', 'obozos', 'obongo', 'obola', 'biden', 'obammy', 'obiden', 'poll']","['who is obozo never heard of him', 'has been but he love obozo', 'like you do when you call the president obozo']"
104,1259,103_jones_milo_conor_alex,"['jones', 'milo', 'conor', 'alex', 'infowars', 'van', 'conors', 'milos', 'maher', 'hes']","['alex jones will get to the bottom of this', 'alex jones is that you', ""who's alex jones""]"
105,1229,104_rubio_marco_rubios_born,"['rubio', 'marco', 'rubios', 'born', 'cruz', 'citizen', 'natural', 'cuban', 'citizenship', 'amnesty']","[""go rubio for president do not vote democrat republican only also don't believe what the article says about rubio it's all lies"", 'who is this rubio guy', 'rubio will say and do anything to be president']"
106,1227,105_epstein_epsteins_derangement_gaetz,"['epstein', 'epsteins', 'derangement', 'gaetz', 'syndrome', 'jeffrey', 'deranged', 'island', 'matt', 'maxwell']","['is epstein still around we could try that', 'another epstein', 'epstein will do time for this']"
107,1212,106_carson_kennedy_ben_rnc,"['carson', 'kennedy', 'ben', 'rnc', 'jfk', 'carsons', 'kennedys', 'dr', 'surgeon', 'ted']","['something something ben carson', 'dr carson dr ben carson', 'carson is far off in this one']"
108,1202,107_doctor_dna_testing_test,"['doctor', 'dna', 'testing', 'test', 'fertilizer', 'dr', 'viagra', 'doctors', 'medical', 'soybeans']","['ok doctor you are a doctor right', ""he's a good doctor then"", 'doctor of what']"
109,1200,108_mccarthy_beto_gingrich_speaker,"['mccarthy', 'beto', 'gingrich', 'speaker', 'mccarthyism', 'mccarthys', 'kevin', 'newt', 'house', 'joe']","[""where's mccarthy when you need him dead"", 'mccarthy has that will not vote for him these two would have', 'mccarthy get out']"
110,1200,109_speech_free_freedom_tolerance,"['speech', 'free', 'freedom', 'tolerance', 'hate', 'intolerance', 'right', 'racist', 'tolerant', 'northam']","[""i guess free speech is free speech when it's their speech"", 'this is about free speech', 'that is free speech whether we like it or not']"
111,1198,110_cuomo_cuomos_nursing_andrew,"['cuomo', 'cuomos', 'nursing', 'andrew', 'ny', 'york', 'fredo', 'homes', 'governor', 'covid']","['thanks to cuomo', 'x better than cuomo', 'cuomo did that']"
112,1177,111_graham_lindsey_lindsay_miss,"['graham', 'lindsey', 'lindsay', 'miss', 'grahams', 'rino', 'lindseys', 'senator', 'grahamnesty', 'trump']","['that would upset lindsey graham', 'lindsey graham is the swamp', 'maybe lindsey graham could answer that']"
113,1150,112_russian_troll_trolls_kremlin,"['russian', 'troll', 'trolls', 'kremlin', 'putin', 'bot', 'ruskie', 'comment', 'russia', 'petersburg']","['russian troll', 'russian troll', ""you're a russian troll""]"
114,1140,113_shocked_surprise_surprised_bravo,"['shocked', 'surprise', 'surprised', 'bravo', 'shock', 'shocking', 'surprising', 'sums', 'shocker', 'surprises']","['and nobody is shocked', 'i for one am shocked', 'why am i not shocked or surprised']"
115,1136,114_dr_gmail_spell_com,"['dr', 'gmail', 'spell', 'com', 'hiv', 'contact', 'email', 'cure', 'herbal', 'caster']","[""do you know that there is a great herbal doctor who can cure any deadly disease like cancer hiv syphilis diebeties madness low spam count and also bring back your lover e t c well my main reason why i am writing this right now is to inform the whole world about the great deeds dr ariba did for me i was diagnosed of this deadly disease in the year ever since then i was taking my medications until i met the great spell caster though i never believed in spell i saw many testimonies on how a great spell caster cured their deadly diseases i contacted him through his phone number i called him he asked me to send him my email which i did he gave me a form to fill i filled it and send it back to him he told me that his god's required some items in which he will use in casting a curing spell on me i don't know where to find the items he required he told me that the only alternative is for of to send him the money then he can help me to purchase the items from the items sellers i promised myself to do anything to get cured i sent him the money he bought the items and casted a curing spell on me two day later he asked me to go for check up when i did the check up i was tested hiv negative if you passing through hardship and you need a way out kindly contact him via his email on draribaspelltemple gmail com or dr aribaspelltemple outlook com or call me on"", 'i am so happy to regain a healthy life back i was cured by dr sam herbal cure i am not scared to come out and tell on how i suffered of hiv for years because i am clean negative now now dr sam sent me a herbal medicine that cured me and made my family happy again even my doc was surprised to confirm my hiv test result negative you can also contact him if you have any health issue like hiv herpes cancer als hepatitis b and many other deadly disease and i assure you that you will be cured with his medicine contact him with his email samherbalhelp gmail com whats app number', 'dear friends how can i explain this to the world again that there is a man who can cure hiv aids i was hiv over since year i have being into hiv drug i can t anymore i decide to look for help then i found this woman post write about this great man dr alimo telling people about how this man have cured he hiv i don t believe that because all i have in mind is hiv had no cure thank god for my life today am hiv negative through the power of dr alimo contacted this man for help because who write about him drop an email of the man i pick the email and emailed him for the cure this man told me what to do about the cure well am from australia this man cast a curing spell on me and he told me that he will call me after the cure is done truly he did i was cured for mins spell what a wonderful man this dr if you need his cure just email him now dr alimospherbarhom yahoomil comc thank you once again the great dr for what you have done for me if you are out there since passing through any of this problems listed below if you want your ex back if you always have bad dreams you want to be promoted in your office you want women men to run after you if you want a child you want to be rich you want to tie your husband wife to be yours forever if you need financial assistance herbal care if you want to cure your hiv if you want to cure your cancer if you want to cure any disease just contact him now with this email dr alimoherbarhome gmail com or call or whatsapp dr on thanks dr']"
116,1130,115_doj_fbi_mueller_collusion,"['doj', 'fbi', 'mueller', 'collusion', 'russian', 'investigation', 'trump', 'investigate', 'corrupt', 'gowdy']","['we need the fbi and the doj to do their jobs same with the msm', 'the doj is up to something evil', 'the doj is corrupt']"
117,1114,116_koch_brothers_kochs_bros,"['koch', 'brothers', 'kochs', 'bros', 'soros', 'money', 'industries', 'charles', 'billionaires', 'donors']","['we dont need these koch brothers', 'go back to the koch brothers', 'the koch brothers']"
118,1106,117_libertarian_libertarians_libertarianism_tock,"['libertarian', 'libertarians', 'libertarianism', 'tock', 'tick', 'government', 'philosophy', 'certificate', 'conservatives', 'market']","['how very libertarian of you', 'libertarian i am', ""i'm a libertarian""]"
119,1091,118_judges_court_judge_justices,"['judges', 'court', 'judge', 'justices', 'appointed', 'supreme', 'cult', 'trump', 'justice', 'courts']","['obama and clinton judges stop what trump is trying to do to stop this yes justice roberts there are obama judges', ""that's funny some were trump judges"", 'most were in front of obama judges']"
120,1077,119_fauci_dr_mengele_faucis,"['fauci', 'dr', 'mengele', 'faucis', 'birx', 'anthony', 'covid', 'trump', 'masks', 'mask']","['fire fauci', 'fauci s too', ""where's fauci""]"
121,1068,120_commie_commies_commiefornia_kenya,"['commie', 'commies', 'commiefornia', 'kenya', 'pinko', 'lie', 'youre', 'communist', 'pos', 'obama']","['once a commie always a commie', 'commie un', 'two commies trying to out commie each other']"
122,1056,121_pharma_fda_drug_drugs,"['pharma', 'fda', 'drug', 'drugs', 'pharmaceutical', 'big', 'generic', 'companies', 'prices', 'pharmaceuticals']","['pharma need to be h u n g', 'is that why pharma companies also complain about fda regulation', 'no money in it for big pharma']"
123,1048,122_snowflake_snowflakes_triggered_alexander,"['snowflake', 'snowflakes', 'triggered', 'alexander', 'dish', 'duke', 'hours', 'spurs', 'lol', 'ago']","['i already have snowflake', 'triggered snowflake', 'such a triggered snowflake lol']"
124,1035,123_merkel_france_angela_merkels,"['merkel', 'france', 'angela', 'merkels', 'french', 'germany', 'german', 'europe', 'muslim', 'vichy']","['do may or merkel have any children', 'merkel has one on', 'merkel must go']"
125,1033,124_automation_walmart_stores_store,"['automation', 'walmart', 'stores', 'store', 'shop', 'planning', 'shopping', 'central', 'roads', 'buy']","[""um you do know that most jobs have left due to automation but you knew that already i'm sure"", ""here's the thing automation will only continue to grow b c from a cost analysis point of view it makes a lot more sense what i can't understand is why then people are so opposed to obama's proposed trade school incentive which would have provided opportunity to those whose jobs had been outsourced or taken over by automation nothing that's happening now in regards to automation is unique it's happened before the difference here is now everything becomes politicized and nothing gets accomplished towards the common good"", ""you don't have to hate automation to see that human labor is going to become obsolete the problem isn't the automation though but how we deal with a changing world something big has to change to allow society to function without people working for a living""]"
126,1033,125_disqus_spam_comments_comment,"['disqus', 'spam', 'comments', 'comment', 'account', 'post', 'posts', 'user', 'accounts', 'profile']","['disqus issues', 'you can say anything on disqus', 'something i should have against disqus']"
127,1024,126_gerrymandering_districts_gerrymander_gerrymandered,"['gerrymandering', 'districts', 'gerrymander', 'gerrymandered', 'redistricting', 'district', 'voting', 'vote', 'state', 'nc']","['gerrymandering is going to make that hard to do', ""it's called gerrymandering"", 'gerrymandering is the problem']"
128,992,127_antifa_rights_slavery_antifas,"['antifa', 'rights', 'slavery', 'antifas', 'south', 'violence', 'lincoln', 'constitution', 'party', 'flag']","[""what's that make antifa"", 'right on antifa', 'now go after antifa']"
129,960,128_lobbyists_petition_lobbying_lobbyist,"['lobbyists', 'petition', 'lobbying', 'lobbyist', 'bribery', 'bribe', 'money', 'democracy', 'politicians', 'government']","['i like how the article didnt even talk about lobbyists', 'instead of the lobbyists', 'what lobbyists are you talking about']"
130,942,129_scotland_irish_ireland_scottish,"['scotland', 'irish', 'ireland', 'scottish', 'scots', 'eu', 'independence', 'catalonia', 'uk', 'spain']","['the uk government which scotland is a part of', ""england scotland wales great britain uk the united kingdom of great britain see above and northern ireland the sovereign state government at westminster defacto capital london it's the uk government england doesn't have it's own government not since the rest has a degree of devolved government scottish foreign policy they get elected to westminster and vote foreign policy is via the uk not england money the bank of scotland it's a uk passport at the moment eu there isn't an english passport are you saying the scottish carry an english passport devolved government means scots being elected as msp member of the scottish parliament and powers are devolved this means that the scots can vote on issues affecting england but england can't sit in their parliament and vote on scottish issues the many one being english tax payers fund social care that the english are not entitled to you can claim tenuously that because england and wales vote for brexit and scotland and northern ireland voted remain that they didn't get their own way but it's a uk vote"", 'disgusting ireland and the irish people last']"
131,927,130_drumpf_booker_drumpfs_cory,"['drumpf', 'booker', 'drumpfs', 'cory', 'bookers', 'newark', 'corey', 'spartacus', 'donald', 'hes']","[""it's working well for drumpf"", 'so you want me to vote for drumpf then', 'who is drumpf']"
132,924,131_bannon_steve_bannons_teleprompter,"['bannon', 'steve', 'bannons', 'teleprompter', 'trump', 'breitbart', 'trumps', 'teleprompters', 'hes', 'white']","['bannon get over yourself', 'can bannon have one too', 'bannon he is not']"
133,915,132_wallace_levin_chuck_limbaugh,"['wallace', 'levin', 'chuck', 'limbaugh', 'chris', 'mark', 'rush', 'norris', 'todd', 'wallaces']","['george wallace the democrat', 'the next one was from my state george wallace', 'chris wallace is a big p o s']"
134,912,133_hannity_acosta_sean_hannitys,"['hannity', 'acosta', 'sean', 'hannitys', 'jim', 'tock', 'tick', 'fox', 'acostas', 'news']","['well he always has hannity', 'by hannity', 'is that you hannity']"
135,905,134_roberts_scalia_oswald_scalias,"['roberts', 'scalia', 'oswald', 'scalias', 'court', 'justice', 'john', 'kennedy', 'supreme', 'decision']","[""so did justice scalia and he's now dead"", ""until you're scalia'd"", 'john roberts']"
136,884,135_schiff_adam_schiffs_schiffty,"['schiff', 'adam', 'schiffs', 'schiffty', 'brains', 'shifty', 'buck', 'nadler', 'schiffy', 'liar']","['well she is full of schiff', 'you are full of schiff', 'schiff is full so schiff']"
137,876,136_puerto_rico_statehood_ricans,"['puerto', 'rico', 'statehood', 'ricans', 'rican', 'island', 'pr', 'ricos', 'commonwealth', 'territory']","[""true that did happened but the island mainly went bankrupt by all the corruption in the island and maybe this wouldn't have happened if they would turned puerto rico into a state but now let's talk about what's going on yes right now puerto rico pursuing statehood might seem as if the island asking for a bailout but is not like that if we do in fact become a state is the islands debt to pay and puerto rico becoming a state will both benefit both the us and puerto rico since puerto ricans will have to start paying federal taxes and other"", 'and the people of puerto rico are saying how many years will it take for us', 'have you been to puerto rico ever since']"
