target,stance,stance_type,explanation,comment_id,comment_date
Crime,FAVOR,EXPLICIT,"I agree with the following: Concealed carry saved the pizza delivery man's life, and it's unfortunate he wasn't able to stop both attackers, indicating support for self-defense against crime.",3118595482,2017-01-25 05:17:27
Jobs are (available | good),AGAINST,EXPLICIT,"I agree with the following: The company is being run by idiots, causing job loss for former workers.",3237789326,2017-04-03 16:04:15
Economy is good,AGAINST,EXPLICIT,"I agree with the following: The company is being run by idiots, causing job loss for former workers, indicating a poor economy.",3237789326,2017-04-03 16:04:15
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: It is simply ethnic cleansing. The cleansing of you and yours out of your own country.,3507347716,2017-09-08 01:19:33
Fascism / Nazism,AGAINST,EXPLICIT,I agree with the following: It is simply ethnic cleansing.,3507347716,2017-09-08 01:19:33
White people,AGAINST,EXPLICIT,I agree with the following: The cleansing of you and yours out of your own country.,3507347716,2017-09-08 01:19:33
Diversity,AGAINST,EXPLICIT,I agree with the following: It is simply ethnic cleansing.,3507347716,2017-09-08 01:19:33
America / USA,AGAINST,EXPLICIT,I agree with the following: The cleansing of you and yours out of your own country.,3507347716,2017-09-08 01:19:33
The government,AGAINST,EXPLICIT,I agree with the following: It is simply ethnic cleansing. The cleansing of you and yours out of your own country.,3507347716,2017-09-08 01:19:33
Conservatives,AGAINST,EXPLICIT,I agree with the following: YouTube censors all conservative politics.,3297460198,2017-05-10 01:57:31
Islam,AGAINST,EXPLICIT,I agree with the following: YouTube censors anything critical of Islam.,3297460198,2017-05-10 01:57:31
Sport,FAVOR,EXPLICIT,I agree with the following: The Washington Redskins' decision to spike the football after the Asian 'Slants' band's victory at the Supreme Court is a positive move.,3369936924,2017-06-19 18:42:26
America / USA,FAVOR,EXPLICIT,I agree with the following: The Washington Redskins' action is a victory for America.,3369936924,2017-06-19 18:42:26
Russia,AGAINST,EXPLICIT,I agree with the following: This country can't get a person in space these days unless they hitch a ride on a Russian rocket.,3411303155,2017-07-11 15:28:57
Military,AGAINST,EXPLICIT,I agree with the following: Then our fearless leaders waste time and money on this silliness.,3411303155,2017-07-11 15:28:57
America / USA,AGAINST,EXPLICIT,I agree with the following: This country can't get a person in space these days unless they hitch a ride on a Russian rocket.,3411303155,2017-07-11 15:28:57
Politicians,AGAINST,EXPLICIT,I agree with the following: Then our fearless leaders waste time and money on this silliness.,3411303155,2017-07-11 15:28:57
The government,AGAINST,EXPLICIT,I agree with the following: Then our fearless leaders waste time and money on this silliness.,3411303155,2017-07-11 15:28:57
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Recent immigrants from North Africa or the Middle East are more likely to cause attacks on these people.,3108197255,2017-01-19 17:35:37
Police,AGAINST,EXPLICIT,I agree with the following: The police have a policy of impotence.,3108197255,2017-01-19 17:35:37
White people,AGAINST,IMPLICIT,I agree with the following: A homegrown version of a redneck is more likely to cause attacks on these people.,3108197255,2017-01-19 17:35:37
Muslims,AGAINST,IMPLICIT,I agree with the following: Recent immigrants from North Africa or the Middle East are more likely to cause attacks on these people.,3108197255,2017-01-19 17:35:37
Islam,AGAINST,IMPLICIT,I agree with the following: Recent immigrants from North Africa or the Middle East are more likely to cause attacks on these people.,3108197255,2017-01-19 17:35:37
Gay / LGTBQ+,AGAINST,EXPLICIT,I agree with the following: The police have fully embraced stupidity with their LGBT police car initiative.,3108197255,2017-01-19 17:35:37
Politicians,AGAINST,EXPLICIT,I agree with the following: The EU will probably pay the danegeld to the guy in the end.,3218019670,2017-03-22 21:30:09
The government,AGAINST,EXPLICIT,I agree with the following: The EU will probably pay the danegeld to the guy in the end.,3218019670,2017-03-22 21:30:09
Military,AGAINST,EXPLICIT,I agree with the following: Sending troops to Venezuela is unnecessary and not justified.,3463777440,2017-08-12 02:28:10
Fossil fuels,AGAINST,EXPLICIT,"I agree with the following: Venezuela's oil production has been insignificant, so relying on it is unnecessary.",3463777440,2017-08-12 02:28:10
Sport,AGAINST,EXPLICIT,"I agree with the following: Colin Kaepernick is not on any NFL team's player list, implying criticism of his current status in the sport.",3269580296,2017-04-23 07:52:50
The government,AGAINST,EXPLICIT,"I agree with the following: It is extremely difficult to fire a government employee, which suggests inefficiency or poor management within the government.",3309168869,2017-05-16 20:44:35
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Migrant processing centers are unnecessary.,3492811164,2017-08-29 18:41:55
Diversity,AGAINST,IMPLICIT,I agree with the following: Opposing migrant processing centers implies opposition to diversity from immigration.,3492811164,2017-08-29 18:41:55
America / USA,AGAINST,IMPLICIT,I agree with the following: Opposing migrant processing centers implies criticism of U.S. immigration policies.,3492811164,2017-08-29 18:41:55
The government,AGAINST,IMPLICIT,I agree with the following: Opposing migrant processing centers implies dissatisfaction with government policies.,3492811164,2017-08-29 18:41:55
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Sanctuary state policies are not working well for Californians.,3575235375,2017-10-19 19:46:19
Crime,AGAINST,IMPLICIT,I agree with the following: Sanctuary state policies lead to increased crime.,3575235375,2017-10-19 19:46:19
Democrats,AGAINST,IMPLICIT,I agree with the following: Democrats' support for sanctuary states is problematic.,3575235375,2017-10-19 19:46:19
Conservatives,FAVOR,IMPLICIT,I agree with the following: Conservatives are right to criticize sanctuary state policies.,3575235375,2017-10-19 19:46:19
Liberals,AGAINST,IMPLICIT,I agree with the following: Liberals' support for sanctuary states is not beneficial.,3575235375,2017-10-19 19:46:19
Progressives,AGAINST,IMPLICIT,I agree with the following: Progressive policies on immigration are not working.,3575235375,2017-10-19 19:46:19
Vegetarians / Vegans,AGAINST,EXPLICIT,"I agree with the following: Vegetables are what food eats before it becomes food, implying that veganism is inferior to a carnivorous diet.",3557272811,2017-10-08 16:49:41
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment suggests expelling immigrants who wear burkas, indicating a negative stance towards immigration.",3486303216,2017-08-25 14:12:15
Diversity,AGAINST,EXPLICIT,"I agree with the following: The comment opposes diversity by suggesting the expulsion of those wearing burkas, indicating a negative stance towards diversity.",3486303216,2017-08-25 14:12:15
Feminism,AGAINST,EXPLICIT,"I agree with the following: The comment suggests expelling those who wear burkas, which could be seen as opposing feminist values of personal choice.",3486303216,2017-08-25 14:12:15
Muslims,AGAINST,EXPLICIT,"I agree with the following: The comment suggests expelling Muslims who wear burkas, indicating a negative stance towards Muslims.",3486303216,2017-08-25 14:12:15
Islam,AGAINST,EXPLICIT,"I agree with the following: The comment supports banning the burka, which is associated with Islam, indicating a negative stance towards Islam.",3486303216,2017-08-25 14:12:15
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: The GOP is at fault for the situation.,3523866972,2017-09-19 00:04:32
Hillary Clinton,AGAINST,EXPLICIT,I agree with the following: Hillary Clinton is acting out of line.,3523866972,2017-09-19 00:04:32
Donald Trump,FAVOR,EXPLICIT,I agree with the following: The GOP should have supported Trump.,3523866972,2017-09-19 00:04:32
Drugs,AGAINST,EXPLICIT,I agree with the following: Cocaine use can cause health issues like nosebleeds.,3636767247,2017-11-28 18:08:52
Crime,AGAINST,EXPLICIT,I agree with the following: Sexual harassment is a serious issue that should be addressed.,3621282127,2017-11-17 22:17:42
Feminism,AGAINST,IMPLICIT,I agree with the following: Feminism's stance on sexual harassment is too extreme.,3621282127,2017-11-17 22:17:42
Politicians,AGAINST,EXPLICIT,"I agree with the following: The situation is all politics, implying dissatisfaction with political handling.",3708457537,2018-01-15 05:25:15
The government,AGAINST,EXPLICIT,"I agree with the following: The situation is all politics, implying dissatisfaction with government actions.",3708457537,2018-01-15 05:25:15
Drugs,AGAINST,EXPLICIT,I agree with the following: The comment implies that 'running drugs for the Mexicans' is a negative or illegal activity.,3666905777,2017-12-17 22:20:57
Crime,AGAINST,EXPLICIT,I agree with the following: The comment implies that making naughty pictures or running drugs are illegal or unethical activities.,3666905777,2017-12-17 22:20:57
Fascism / Nazism,AGAINST,EXPLICIT,"I agree with the following: The individuals in the photograph are comparable to high-ranking Nazi officials, implying a strong negative stance towards fascism.",3943247545,2018-06-13 21:06:17
Elites,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards elites by referring to Jeff Flake as a 'fool' and speculating about his lobbying career, suggesting disapproval of his actions as part of the elite.",4020484795,2018-08-03 16:53:54
Politicians,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Jeff Flake, a politician, implying a negative stance towards politicians in general.",4020484795,2018-08-03 16:53:54
The government,AGAINST,IMPLICIT,I agree with the following: The comment's critical tone towards a government official suggests a negative stance towards the government.,4020484795,2018-08-03 16:53:54
Socialism / Communism,AGAINST,EXPLICIT,I agree with the following: They always lie about that don't they?,3541636866,2017-09-29 02:23:32
Democrats,AGAINST,EXPLICIT,I agree with the following: They always lie about that don't they?,3541636866,2017-09-29 02:23:32
Liberals,AGAINST,EXPLICIT,I agree with the following: They always lie about that don't they?,3541636866,2017-09-29 02:23:32
Journalists,AGAINST,EXPLICIT,"I agree with the following: The media only cares when the protest is against Trump, showing bias.",3680794712,2017-12-27 22:40:50
Woke,AGAINST,IMPLICIT,I agree with the following: The term 'left's darling' implies criticism of being 'woke'.,3680794712,2017-12-27 22:40:50
Sport,FAVOR,EXPLICIT,I agree with the following: The protest against the dress codes is supported.,3680794712,2017-12-27 22:40:50
America / USA,AGAINST,EXPLICIT,I agree with the following: The media in the USA would only care if the protest was against Trump.,3680794712,2017-12-27 22:40:50
Media,AGAINST,EXPLICIT,I agree with the following: The media is biased in its coverage of protests.,3680794712,2017-12-27 22:40:50
Democrats,AGAINST,IMPLICIT,I agree with the following: The media's focus on Trump protests shows bias towards Democrats.,3680794712,2017-12-27 22:40:50
Donald Trump,AGAINST,EXPLICIT,I agree with the following: The media would only care if she protested against Trump.,3680794712,2017-12-27 22:40:50
Feminism,FAVOR,EXPLICIT,I agree with the following: The protest against dress codes is a feminist stance.,3680794712,2017-12-27 22:40:50
Liberals,AGAINST,IMPLICIT,I agree with the following: The term 'left's darling' implies criticism of liberals.,3680794712,2017-12-27 22:40:50
Progressives,AGAINST,IMPLICIT,I agree with the following: The term 'left's darling' implies criticism of progressives.,3680794712,2017-12-27 22:40:50
Muslims,AGAINST,EXPLICIT,I agree with the following: The lack of attention when protesting against a Muslim country is criticized.,3680794712,2017-12-27 22:40:50
Islam,AGAINST,EXPLICIT,I agree with the following: The situation in Saudi Arabia is criticized.,3680794712,2017-12-27 22:40:50
Woke,AGAINST,EXPLICIT,"I agree with the following: The history books being referred to are fairytales cooked up by Social Justice Warriors (SJW), implying a negative stance towards the 'woke' narrative.",3594103541,2017-10-31 21:49:52
Jobs are (available | good),AGAINST,EXPLICIT,I agree with the following: Outsourcing jobs to foreign workers is harmful.,3385212178,2017-06-25 18:10:24
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Outsourcing jobs to foreign workers is harmful.,3385212178,2017-06-25 18:10:24
America / USA,FAVOR,EXPLICIT,I agree with the following: America First.,3385212178,2017-06-25 18:10:24
Crime,AGAINST,EXPLICIT,"I agree with the following: Prostitutes have standards, implying a negative stance towards O.J. Simpson, who has a criminal history.",3430059514,2017-07-22 14:25:39
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Republicans are not keeping their promises.,3820550902,2018-03-23 16:11:59
Elites,AGAINST,EXPLICIT,I agree with the following: The political elite are deeply entrenched in power and are starting to put aside democratic rule.,3989889642,2018-07-15 18:11:02
Muslims,AGAINST,IMPLICIT,I agree with the following: Britain is on its way to Sharia law.,3989889642,2018-07-15 18:11:02
Islam,AGAINST,IMPLICIT,I agree with the following: Britain is on its way to Sharia law.,3989889642,2018-07-15 18:11:02
Immigration / immigrants,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes the pardoning of foreign nationals with criminal records, implying opposition to immigration policies.",3833823627,2018-04-01 03:59:00
Drugs,AGAINST,IMPLICIT,"I agree with the following: The comment lists drug-related crimes, suggesting disapproval.",3833823627,2018-04-01 03:59:00
Crime,AGAINST,IMPLICIT,"I agree with the following: The comment lists various crimes, implying criticism of the pardons.",3833823627,2018-04-01 03:59:00
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment sarcastically compares the criminals' records to a Democrat nominee's resume, implying criticism.",3833823627,2018-04-01 03:59:00
Politicians,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes the pardoning decision, targeting politicians like Jerry Brown.",3833823627,2018-04-01 03:59:00
The government,AGAINST,IMPLICIT,I agree with the following: The comment criticizes the government's action of pardoning criminals.,3833823627,2018-04-01 03:59:00
Terrorism,AGAINST,IMPLICIT,"I agree with the following: The comment mentions crimes related to terrorism, implying opposition.",3833823627,2018-04-01 03:59:00
Donald Trump,AGAINST,IMPLICIT,"I agree with the following: I will start to worry when Trump begins to act in a certain way, indicating concern about his behavior.",3747338741,2018-02-07 18:13:53
Democrats,AGAINST,EXPLICIT,"I agree with the following: John Kerry's actions are negatively viewed, implying opposition to Democrats.",3893024798,2018-05-09 17:08:51
Politicians,AGAINST,EXPLICIT,"I agree with the following: John Kerry, as a politician, is viewed negatively.",3893024798,2018-05-09 17:08:51
Republicans (GOP),AGAINST,IMPLICIT,"I agree with the following: The comment implies a negative view of Trump's policies, which are associated with the Republican party.",3793240919,2018-03-08 16:02:28
America / USA,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism of Trump's America, indicating a negative stance.",3793240919,2018-03-08 16:02:28
Democrats,FAVOR,IMPLICIT,"I agree with the following: The comment aligns with liberal views, which are often associated with Democrats.",3793240919,2018-03-08 16:02:28
Conservatives,AGAINST,IMPLICIT,I agree with the following: The negative implication towards Trump suggests opposition to conservative policies.,3793240919,2018-03-08 16:02:28
Donald Trump,AGAINST,IMPLICIT,I agree with the following: The comment suggests agreement with a negative portrayal of Trump.,3793240919,2018-03-08 16:02:28
Liberals,FAVOR,IMPLICIT,I agree with the following: The comment aligns with liberal perspectives critical of Trump.,3793240919,2018-03-08 16:02:28
Abortion,AGAINST,IMPLICIT,"I agree with the following: The comment implies a critical stance towards abortion by suggesting a comparison between loving guns and loving abortion, which could indicate a negative view of abortion.",3764223418,2018-02-18 12:57:37
America / USA,AGAINST,IMPLICIT,"I agree with the following: The comment critiques the United States by questioning whether it prioritizes guns over children, suggesting a negative view of American values or policies.",3764223418,2018-02-18 12:57:37
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The commenter is worried about the amnesty bill Republicans are working on, calling it 'screwed up.'",3726549223,2018-01-25 22:58:40
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The commenter criticizes the handling of Dreamers and illegal border crossings.,3726549223,2018-01-25 22:58:40
Feminism,AGAINST,IMPLICIT,"I agree with the following: The comment agrees with the criticism of leftist women, implying a negative stance towards feminism.",3970781147,2018-07-02 17:02:18
Liberals,AGAINST,IMPLICIT,"I agree with the following: The comment agrees with the criticism of leftist women, implying a negative stance towards liberals.",3970781147,2018-07-02 17:02:18
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: illegal immigration is human trafficking period.,3956258688,2018-06-22 17:03:57
Elites,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the election of the mayor, implying a negative stance towards elites.",3976735722,2018-07-06 17:30:00
Woke,AGAINST,IMPLICIT,I agree with the following: The comment implies criticism towards 'woke' culture by questioning the election of the mayor.,3976735722,2018-07-06 17:30:00
America / USA,AGAINST,IMPLICIT,"I agree with the following: The comment expresses dissatisfaction with the UK's treatment of Trump, implying a negative stance towards the UK's relationship with America.",3976735722,2018-07-06 17:30:00
Conservatives,FAVOR,IMPLICIT,I agree with the following: The comment aligns with conservative views by criticizing the mayor and expressing support for Trump.,3976735722,2018-07-06 17:30:00
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the election of the mayor, showing a negative stance towards politicians.",3976735722,2018-07-06 17:30:00
Donald Trump,FAVOR,IMPLICIT,I agree with the following: The comment suggests support for Trump by questioning the mayor's election and implying the UK's disrespect towards him.,3976735722,2018-07-06 17:30:00
The government,AGAINST,EXPLICIT,I agree with the following: The comment criticizes the government by questioning the election of the mayor.,3976735722,2018-07-06 17:30:00
Liberals,AGAINST,IMPLICIT,I agree with the following: The comment implies criticism towards liberals by using terms like 'lefty snowflakes'.,3976735722,2018-07-06 17:30:00
Progressives,AGAINST,IMPLICIT,I agree with the following: The comment criticizes progressives by questioning the election of the mayor.,3976735722,2018-07-06 17:30:00
Muslims,AGAINST,EXPLICIT,"I agree with the following: The commenter disagrees with the action of washing Muslim feet, suggesting it is inappropriate or insincere.",3881128063,2018-05-01 17:32:47
Islam,AGAINST,EXPLICIT,"I agree with the following: The commenter disagrees with the action of washing Muslim feet, suggesting it is inappropriate or insincere.",3881128063,2018-05-01 17:32:47
Social media,AGAINST,EXPLICIT,I agree with the following: Using these censoring platforms enables them to continue their antics.,4044166082,2018-08-16 20:59:58
Police,AGAINST,EXPLICIT,"I agree with the following: The city does not want people to have the ability to defend themselves, implying criticism of police policies.",3694248794,2018-01-06 05:10:19
Crime,AGAINST,EXPLICIT,I agree with the following: The city's policy implies not addressing potential crime effectively.,3694248794,2018-01-06 05:10:19
Sport,FAVOR,EXPLICIT,"I agree with the following: The event is a sport, and the comment relates to it without criticism.",3694248794,2018-01-06 05:10:19
The government,AGAINST,EXPLICIT,I agree with the following: The city government's policy is criticized for not allowing self-defense.,3694248794,2018-01-06 05:10:19
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Samuel L. Jackson doesn't like non-Obama sycophants, implying criticism towards Republicans.",4121060536,2018-09-29 20:29:59
Democrats,FAVOR,EXPLICIT,"I agree with the following: The comment supports Obama, a Democrat, implying support for Democrats.",4121060536,2018-09-29 20:29:59
Barack Obama,FAVOR,EXPLICIT,I agree with the following: The comment expresses support for Obama by criticizing non-Obama sycophants.,4121060536,2018-09-29 20:29:59
Conservatives,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes non-Obama supporters, which may include conservatives.",4121060536,2018-09-29 20:29:59
Liberals,FAVOR,EXPLICIT,"I agree with the following: The comment supports Obama, a liberal, implying support for liberals.",4121060536,2018-09-29 20:29:59
Progressives,FAVOR,EXPLICIT,"I agree with the following: The comment supports Obama, a progressive, implying support for progressives.",4121060536,2018-09-29 20:29:59
Christianity,FAVOR,EXPLICIT,I agree with the following: The commenter values Christian beliefs as they thank the 'good Lord.',4141505320,2018-10-12 13:08:34
Christians,FAVOR,EXPLICIT,I agree with the following: The commenter values Christian beliefs as they thank the 'good Lord.',4141505320,2018-10-12 13:08:34
The government,AGAINST,EXPLICIT,"I agree with the following: The rule of law is no longer upheld, and the government is moving towards a banana republic style of governance.",3851998806,2018-04-12 16:32:48
Fascism / Nazism,AGAINST,IMPLICIT,"I agree with the following: The reference to a banana republic implies criticism of authoritarian governance, which is often associated with fascism.",3851998806,2018-04-12 16:32:48
Immigration / immigrants,FAVOR,EXPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Diversity,FAVOR,EXPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Woke,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
America / USA,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Democrats,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Conservatives,AGAINST,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Feminism,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Liberals,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Progressives,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Muslims,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Islam,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Gay / LGTBQ+,FAVOR,IMPLICIT,I agree with the following: Diversity is our Strength!,4110619202,2018-09-23 21:59:42
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment questions the support for imported workers, implying criticism of immigration policies.",4075551362,2018-09-03 17:11:59
Jobs are (available | good),AGAINST,EXPLICIT,"I agree with the following: The comment suggests that importing workers could replace existing jobs, implying jobs are not good.",4075551362,2018-09-03 17:11:59
Capitalism,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the practice of importing workers, which is a capitalist approach.",4075551362,2018-09-03 17:11:59
Elites,AGAINST,EXPLICIT,I agree with the following: The comment implies that elites (reporters) are out of touch with the consequences of their support.,4075551362,2018-09-03 17:11:59
Journalists,AGAINST,EXPLICIT,I agree with the following: The comment questions the sincerity of journalists' support for imported workers.,4075551362,2018-09-03 17:11:59
Media,AGAINST,EXPLICIT,I agree with the following: The comment criticizes the media's stance on imported workers.,4075551362,2018-09-03 17:11:59
America / USA,AGAINST,EXPLICIT,I agree with the following: The comment suggests that importing workers harms American jobs.,4075551362,2018-09-03 17:11:59
Economy is good,AGAINST,EXPLICIT,I agree with the following: The comment implies that the economy is not good due to job replacement.,4075551362,2018-09-03 17:11:59
Diversity,AGAINST,EXPLICIT,I agree with the following: The comment suggests hypocrisy in supporting diversity through imported workers.,4075551362,2018-09-03 17:11:59
Woke,AGAINST,IMPLICIT,I agree with the following: The comment implies criticism of 'woke' media practices.,4075551362,2018-09-03 17:11:59
Liberals,AGAINST,IMPLICIT,I agree with the following: The comment criticizes the liberal media's stance.,4075551362,2018-09-03 17:11:59
Progressives,AGAINST,IMPLICIT,I agree with the following: The comment implies criticism of progressive media views.,4075551362,2018-09-03 17:11:59
Woke,AGAINST,EXPLICIT,I agree with the following: The term 'soyboy' is used derogatorily to imply opposition to 'woke' culture.,4193744412,2018-11-13 23:40:38
Feminism,AGAINST,EXPLICIT,I agree with the following: The term 'triggered feminist' is used derogatorily to express opposition to feminism.,4193744412,2018-11-13 23:40:38
Liberals,AGAINST,EXPLICIT,I agree with the following: The term 'soyboy' is used derogatorily to imply opposition to liberals.,4193744412,2018-11-13 23:40:38
Progressives,AGAINST,EXPLICIT,I agree with the following: The term 'soyboy' is used derogatorily to imply opposition to progressives.,4193744412,2018-11-13 23:40:38
Vegetarians / Vegans,AGAINST,EXPLICIT,I agree with the following: The term 'soyboy' is used derogatorily to imply opposition to vegetarians or vegans.,4193744412,2018-11-13 23:40:38
Democrats,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Nancy Pelosi's stalling tactic, indicating disagreement with the Democrats' approach.",4176615775,2018-11-03 15:10:51
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: The comment suggests that Trump can continue his work despite opposition, showing support.",4176615775,2018-11-03 15:10:51
Nancy Pelosi,AGAINST,EXPLICIT,"I agree with the following: The comment directly criticizes Nancy Pelosi's stalling tactics, indicating a negative stance.",4176615775,2018-11-03 15:10:51
Hillary Clinton,FAVOR,EXPLICIT,I agree with the following: Hillary Clinton would be pleased to have a Speaker she can work with.,4004064692,2018-07-24 15:54:56
Democrats,FAVOR,IMPLICIT,I agree with the following: Democrats having a Speaker they can work with is a positive scenario.,4004064692,2018-07-24 15:54:56
Nancy Pelosi,FAVOR,EXPLICIT,I agree with the following: Nancy Pelosi is a suitable Speaker for Hillary Clinton to work with.,4004064692,2018-07-24 15:54:56
Jobs are (available | good),AGAINST,EXPLICIT,"I agree with the following: Trump threatens Scarborough's job position, implying Trump is against Scarborough's job situation.",4089597689,2018-09-11 14:31:08
Republicans (GOP),FAVOR,IMPLICIT,"I agree with the following: The comment defends Trump, a key Republican figure, indicating support for Republicans.",4089597689,2018-09-11 14:31:08
Elites,AGAINST,EXPLICIT,"I agree with the following: Scarborough is referred to as a 'swamp boy,' implying criticism of elites.",4089597689,2018-09-11 14:31:08
Journalists,AGAINST,EXPLICIT,"I agree with the following: The comment is critical of Scarborough, a journalist, indicating a negative stance.",4089597689,2018-09-11 14:31:08
America / USA,FAVOR,IMPLICIT,"I agree with the following: The comment supports Trump, implying a positive stance towards America.",4089597689,2018-09-11 14:31:08
Media,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Scarborough, part of the media, indicating a negative stance.",4089597689,2018-09-11 14:31:08
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment's criticism of Scarborough, associated with Democrats, implies a negative stance.",4089597689,2018-09-11 14:31:08
Conservatives,FAVOR,IMPLICIT,"I agree with the following: The comment supports Trump, a conservative figure, indicating support for conservatives.",4089597689,2018-09-11 14:31:08
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Scarborough, a politician, indicating a negative stance.",4089597689,2018-09-11 14:31:08
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: The comment defends Trump, indicating a positive stance.",4089597689,2018-09-11 14:31:08
Liberals,AGAINST,IMPLICIT,"I agree with the following: The comment's criticism of Scarborough, a liberal, implies a negative stance.",4089597689,2018-09-11 14:31:08
Healthcare,AGAINST,EXPLICIT,I agree with the following: The virus outbreak in Jersey indicates a problem with healthcare.,4167919995,2018-10-29 04:50:04
Journalists,AGAINST,EXPLICIT,I agree with the following: Journalists are not covering important issues like the typhus outbreak.,4167919995,2018-10-29 04:50:04
America / USA,AGAINST,EXPLICIT,I agree with the following: The virus and typhus outbreaks indicate problems in the US.,4167919995,2018-10-29 04:50:04
Media,AGAINST,EXPLICIT,I agree with the following: Media is ignoring important issues like the typhus outbreak.,4167919995,2018-10-29 04:50:04
The government,AGAINST,EXPLICIT,I agree with the following: The government is failing to handle outbreaks.,4167919995,2018-10-29 04:50:04
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Opposing the confirmation of Brett Kavanaugh is a positive outcome, implying criticism towards Republicans.",4107818120,2018-09-21 22:14:43
Politicians,AGAINST,EXPLICIT,I agree with the following: The term 'Washington swamp dweller' suggests a negative view of politicians.,4107818120,2018-09-21 22:14:43
Crime,FAVOR,EXPLICIT,I agree with the following: The women who file FALSE CLAIMS should serve the SAME TIME in jail that the men she accused would have been forced to. Throw her in jail for a DECADE! This needs to END NOW!,4125734330,2018-10-02 19:13:24
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Neoconservatives who oppose Trump are comparable to Leon Trotsky, implying criticism.",4258560131,2018-12-27 17:56:33
Socialism / Communism,AGAINST,IMPLICIT,"I agree with the following: The comparison to Leon Trotsky, a communist, implies a negative view of socialism/communism.",4258560131,2018-12-27 17:56:33
Conservatives,AGAINST,EXPLICIT,"I agree with the following: Neoconservatives who oppose Trump are comparable to Leon Trotsky, implying criticism.",4258560131,2018-12-27 17:56:33
Donald Trump,AGAINST,EXPLICIT,I agree with the following: The 'NeverTrump' movement opposes Donald Trump.,4258560131,2018-12-27 17:56:33
Media,AGAINST,EXPLICIT,"I agree with the following: The media is overly focusing on a foreign shooting, implying criticism of media coverage.",4386830125,2019-03-20 17:06:03
Muslims,AGAINST,EXPLICIT,"I agree with the following: Muslims are killing non-Muslims in large numbers, highlighting negative actions by Muslims.",4386830125,2019-03-20 17:06:03
Elites,AGAINST,EXPLICIT,"I agree with the following: The Prime Minister is accused of lying and serving EU masters, indicating opposition to elites.",4211540931,2018-11-25 18:55:06
Politicians,AGAINST,EXPLICIT,"I agree with the following: The Prime Minister is accused of lying and serving EU masters, indicating opposition to politicians.",4211540931,2018-11-25 18:55:06
The government,AGAINST,EXPLICIT,"I agree with the following: The question is whether the rest of the British are willing to be sold to May's masters in the EU, indicating opposition to the government.",4211540931,2018-11-25 18:55:06
White people,AGAINST,EXPLICIT,I agree with the following: Proper English is tied to white language supremacy.,4280737372,2019-01-11 18:46:43
Woke,AGAINST,EXPLICIT,I agree with the following: Targeting subjects like math and English as racist or sexist is a bad trend.,4280737372,2019-01-11 18:46:43
