post_idx,target,stance,stance_type,explanation
4092611503,Elites,AGAINST,EXPLICIT,"The comment mentions 'the left, the greedy Koch brothers & GOPe (made up of the Bushes McConnell, Sasse, Flake, etc)' which implies the commenter is against the elites."
4092611503,Politicians,AGAINST,EXPLICIT,"The comment mentions 'the left, the greedy Koch brothers & GOPe (made up of the Bushes McConnell, Sasse, Flake, etc)' which implies the commenter is against politicians."
4092611503,Democrats,AGAINST,EXPLICIT,The comment mentions 'the left' which implies the commenter is against Democrats.
4092611503,Immigration / immigrants,AGAINST,EXPLICIT,"The comment mentions 'More DACA (dreamers) that the left, the greedy Koch brothers & GOPe (made up of the Bushes McConnell, Sasse, Flake, etc) want to give amnesty' which implies the commenter is against immigration/immigrants."
4092611503,Republicans (GOP),AGAINST,EXPLICIT,"The comment mentions 'GOPe (made up of the Bushes McConnell, Sasse, Flake, etc)' which implies the commenter is against Republicans."
4119400723,Kamala Harris,AGAINST,EXPLICIT,"The comment 'Wow! She's that bad?' implies a negative opinion towards Kamala Harris, indicating a stance against her."
4138528515,Donald Trump,FAVOR,EXPLICIT,"The commenter seems to support the new trade deal, which is implied to be a result of Trump's efforts, as they mention 'If they were against the new deal they shouldn't have agreed.'"
4138528515,China,AGAINST,EXPLICIT,"The commenter mentions 'the trade agreement assures the 3 nations more leverage to negotiate with China to reverse the trade imbalance', indicating a negative view of China's trade practices."
4138528515,The economy is good,FAVOR,EXPLICIT,"The commenter mentions 'The US GDP is more than $20 trillion, Canada's GDP is $1.98 trillion', indicating a positive view of the US economy."
4176830197,Mainstream / liberal media,AGAINST,IMPLICIT,"The comment implies a negative view of the left-wing crowd, which is often associated with mainstream or liberal media."
4176830197,Elites,AGAINST,IMPLICIT,"The comment seems to criticize the influence of celebrities like Brad Pitt and Leonardo DiCaprio, who can be considered elites."
4176830197,Democrats,AGAINST,IMPLICIT,"The comment implies a negative view of the left-wing crowd, which is often associated with Democrats."
4176830197,Climate change is real,AGAINST,IMPLICIT,"The comment implies a negative view of the left-wing crowd, which often supports climate change activism."
4176830197,Capitalism / Liberalism,AGAINST,IMPLICIT,"The comment implies a negative view of the left-wing crowd, which often supports liberal causes."
4176830197,Woke,AGAINST,IMPLICIT,"The comment implies a negative view of the left-wing crowd, which is often associated with 'woke' culture."
4176830197,Climate change is a problem,AGAINST,IMPLICIT,"The comment implies a negative view of the left-wing crowd, which often supports climate change activism."
4218633507,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment states 'The left are all communists who want to control what we do in our private lives when they disagree with it.', which indicates a negative stance towards mainstream/liberal media."
4218633507,Socialism / Communism,AGAINST,EXPLICIT,"The comment states 'The left are all communists who want to control what we do in our private lives when they disagree with it.', which indicates a negative stance towards socialism/communism."
4218633507,Democrats,AGAINST,EXPLICIT,"The comment states 'The left are all communists who want to control what we do in our private lives when they disagree with it.', which indicates a negative stance towards Democrats."
4218633507,Diversity (DEI),AGAINST,IMPLICIT,The comment implies a negative stance towards diversity/DEI by stating that people are being too sensitive about the 'cowboys and Indians' party theme.
4218633507,Woke,AGAINST,IMPLICIT,The comment implies a negative stance towards 'woke' culture by stating that people are being too sensitive about the 'cowboys and Indians' party theme.
4218633507,Gay / LGTBQ+,AGAINST,EXPLICIT,"The comment states 'Yet they would push the ""right"" of transgenders going into the girls' bathrooms.', which indicates a negative stance towards the LGBTQ+ community."
4218633507,Journalists and the press,AGAINST,EXPLICIT,"The comment implies a negative stance towards journalists and the press by stating that 'The left are all communists who want to control what we do in our private lives when they disagree with it.', which suggests that the media is biased and controlling."
4431773691,Socialism / Communism,AGAINST,EXPLICIT,"The comment states 'the danger of socialism' and 'greed overcame common sense' when referring to the Venezuelan people's decision to keep Hugo Chavez in power, indicating a negative stance towards socialism."
4431773691,Democrats,AGAINST,EXPLICIT,"The comment states 'Many of the Dems running for president in 2020 will be promising cradle to grave entitlements which will eventually bankrupt our nation', indicating a negative stance towards Democrats."
4431773691,Government spending,AGAINST,EXPLICIT,"The comment states 'cradle to grave entitlements which will eventually bankrupt our nation', indicating a negative stance towards government spending."
4431773691,Social welfare,AGAINST,EXPLICIT,"The comment states 'cradle to grave entitlements which will eventually bankrupt our nation', indicating a negative stance towards social welfare."
4431773691,Capitalism / Liberalism,FAVOR,EXPLICIT,"The comment implies a positive stance towards capitalism by stating that the pursuit of socialism will lead to devastation, implying that capitalism is a better alternative."
4452531832,Fascism / Nazism,AGAINST,EXPLICIT,"The commenter refers to the students as 'nasty, little fascists', indicating a negative stance towards fascism."
4473466301,Mainstream / liberal media,AGAINST,EXPLICIT,"The commenter states 'Too little too late. I think most viewers/subscribers have moved on' implying that the mainstream media, in this case ESPN, has failed to correct its political bias and has lost its audience as a result."
4473466301,Donald Trump,FAVOR,EXPLICIT,"The commenter mentions 'Pres. Trump, the man I voted (which more than 60 million Americans also voted)' indicating a positive stance towards Donald Trump."
4473466301,Journalists and the press,AGAINST,EXPLICIT,"The commenter implies that ESPN's hosts have been 'despicable' in their treatment of President Trump, indicating a negative stance towards journalists and the press."
4520365121,Donald Trump,AGAINST,EXPLICIT,This is one issue I don't agree with Pres.Trump.
4520365121,Immigration / immigrants,AGAINST,EXPLICIT,DACA amnesty will encourage more illegal aliens to cross our border hoping that their children will get amnesty in the future.
4555154868,Elites,AGAINST,EXPLICIT,"The comment mentions 'Phonies with gigantic egos', which implies a negative stance towards elites, suggesting they are fake or self-important."
4555154868,Donald Trump,AGAINST,IMPLICIT,"Although the comment does not directly mention Trump, the context of the article is about a campaign to support the Democratic nominee, implying an anti-Trump stance."
4555154868,Politicians,AGAINST,EXPLICIT,"The comment mentions 'Phonies with gigantic egos', which implies a negative stance towards politicians, suggesting they are fake or self-important."
4555154868,Republicans (GOP),AGAINST,IMPLICIT,"Although the comment does not directly mention Republicans, the context of the article is about a campaign to support the Democratic nominee, implying an anti-Republican stance."
4581375491,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment implies that mainstream media is biased towards the left, as it says 'Typical of leftists', suggesting a negative view of liberal media."
4581375491,Diversity (DEI),AGAINST,EXPLICIT,"The comment implies that Google's claims of being anti-racist are false, suggesting a negative view of diversity initiatives."
4581375491,Woke,AGAINST,EXPLICIT,"The comment implies that Google's claims of being anti-racist are false, suggesting a negative view of 'woke' culture."
4581375491,Black people,AGAINST,EXPLICIT,"The comment implies that Google's claims of being anti-racist are false, suggesting a negative view of the experiences of black people."
4581375491,Journalists and the press,AGAINST,EXPLICIT,"The comment implies that the media is biased towards the left, suggesting a negative view of journalists and the press."
4606132000,Science / Scientists,AGAINST,EXPLICIT,"The comment states that 'Every statistic cited by vegetarians and vegans are misleading, at best', implying a negative stance towards the science behind vegetarianism and veganism."
4606132000,Politicians,AGAINST,EXPLICIT,"The comment criticizes Andrew Yang for citing a United Nations study, implying a negative stance towards politicians who support vegetarianism."
4606132000,Democrats,AGAINST,EXPLICIT,"The comment criticizes Andrew Yang, a Democrat, for his statement on vegetarianism, implying a negative stance towards Democrats who support this idea."
4606132000,Climate change is real,AGAINST,EXPLICIT,"The comment implies that the idea of reducing meat consumption to combat climate change is not feasible, suggesting a negative stance towards the idea that climate change can be mitigated through dietary changes."
4606132000,Climate change is a problem,AGAINST,EXPLICIT,"The comment implies that reducing meat consumption is not a feasible solution to combat climate change, suggesting a negative stance towards the idea that climate change is a problem that can be mitigated through dietary changes."
4606132000,Vegetarians / Vegans,AGAINST,EXPLICIT,"The comment states that 'Every statistic cited by vegetarians and vegans are misleading, at best', implying a negative stance towards vegetarians and vegans."
4622429977,Elites,AGAINST,EXPLICIT,"The comment mentions 'politician parasites' and lists several politicians, implying that elites are corrupt and self-serving."
4622429977,Donald Trump,FAVOR,EXPLICIT,"The comment states that Trump is 'the only US President who donates his salary', implying a positive view of Trump."
4622429977,Politicians,AGAINST,EXPLICIT,"The comment refers to politicians as 'parasites', implying a negative view of politicians in general."
4622429977,Democrats,AGAINST,EXPLICIT,"The comment mentions Bernie Sanders and implies that he is corrupt, which could be seen as a negative view of Democrats."
4622429977,Hillary Clinton,AGAINST,EXPLICIT,"The comment lists Hillary Clinton as one of the 'politician parasites', implying a negative view of her."
4622429977,Nancy Pelosi,AGAINST,EXPLICIT,"The comment lists Nancy Pelosi as one of the 'politician parasites', implying a negative view of her."
4622429977,Barack Obama,AGAINST,EXPLICIT,"The comment lists Barack Obama as one of the 'politician parasites', implying a negative view of him."
4646366509,Elites,AGAINST,EXPLICIT,"The comment implies that Vatican officials, who can be considered elites, have ignored abuse within the Catholic church, indicating a negative stance towards them."
4646366509,Christians,AGAINST,EXPLICIT,"The comment criticizes Vatican officials, who are Christian leaders, for ignoring abuse within the Catholic church, indicating a negative stance towards them."
4669207710,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment mentions 'left wing, media hacks', indicating a negative stance towards mainstream/liberal media."
4688428694,Socialism / Communism,AGAINST,EXPLICIT,"The comment mentions 'liberal/socialist justices' in a negative context, indicating the commenter's stance against socialism/communism."
4688428694,Immigration / immigrants,AGAINST,IMPLICIT,"The comment implies a negative stance towards immigration/immigrants by expressing a desire to challenge a court decision related to DACA, which suggests the commenter may be against immigration or certain immigration policies."
4710185668,Politicians,AGAINST,EXPLICIT,"The comment implies that Pete Buttigieg is pandering to a specific group, suggesting that the commenter has a negative view of politicians who engage in such behavior, as seen in the phrase 'He's obviously appealing to the illegal Mexicans to vote for him.'"
4710185668,Democrats,AGAINST,IMPLICIT,"The comment criticizes Pete Buttigieg, a Democratic candidate, implying that the commenter has a negative view of Democrats or their strategies, as seen in the phrase 'He's obviously appealing to the illegal Mexicans to vote for him.'"
4710185668,Immigration / immigrants,AGAINST,EXPLICIT,"The comment refers to 'illegal Mexicans' and implies that Pete Buttigieg is trying to appeal to them for votes, suggesting that the commenter has a negative view of immigration or immigrants, particularly those who are undocumented, as seen in the phrase 'He's obviously appealing to the illegal Mexicans to vote for him.'"
4755223978,Mainstream / liberal media,AGAINST,EXPLICIT,The comment mentions 'left wing media hacks' which indicates a negative stance towards mainstream/liberal media.
4755223978,Democrats,AGAINST,EXPLICIT,The comment mentions 'Democrat Party co-conspirators' which indicates a negative stance towards Democrats.
4755223978,Journalists and the press,AGAINST,EXPLICIT,The comment mentions 'left wing media hacks' which indicates a negative stance towards journalists and the press.
4789965759,Immigration / immigrants,FAVOR,EXPLICIT,"The comment states 'Sweden, Germany and France will still let them in and allow them refugee status', indicating a positive stance towards immigration and immigrants."
4813050627,Feminism,AGAINST,EXPLICIT,"The comment implies that feminism is not needed, as the commenter suggests Taylor Swift can simply undergo a sex change to achieve her goals, implying that being a man is superior."
4835947699,Socialism / Communism,AGAINST,EXPLICIT,"The comment implies that socialism has already brought down Venezuela, as stated: 'No virus can bring down Venezuela...that's already been done by Mauro a long time ago. Brutally and tragically.'"
4835947699,Politicians,AGAINST,EXPLICIT,"The comment mentions 'Mauro' (likely referring to Maduro), implying that the politician has already caused significant harm to Venezuela."
4865240050,Democrats,AGAINST,EXPLICIT,"The comment states 'Voting by mail has always been the Democrats' wet dream', which implies a negative tone towards Democrats."
4917737314,Mainstream / liberal media,AGAINST,EXPLICIT,The comment states 'I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship. I've only seen the same corruption the US media displays daily when I used to live under a third word dictatorship.'
4917737314,Elites,AGAINST,EXPLICIT,"The comment refers to 'these officials' and 'crooks & thugs', implying a negative stance towards elites."
4917737314,Donald Trump,FAVOR,EXPLICIT,"The comment mentions 'an American citizen and a patriot' in reference to Michael Flynn, who was part of the Trump administration, implying a positive stance towards Trump."
4917737314,Politicians,AGAINST,EXPLICIT,"The comment refers to 'these officials' and 'crooks & thugs', implying a negative stance towards politicians."
4917737314,Democrats,AGAINST,EXPLICIT,The comment states 'Democrats will be more emboldened to commit crimes' implying a negative stance towards Democrats.
4917737314,Barack Obama,AGAINST,EXPLICIT,The comment implies that the Obama administration was involved in 'corruption' and 'crimes'.
4917737314,Republicans (GOP),FAVOR,IMPLICIT,The comment implies a positive stance towards Republicans by criticizing Democrats and the Obama administration.
4917737314,Journalists and the press,AGAINST,EXPLICIT,"The comment criticizes the 'US media' and compares it to a 'third world dictatorship', implying a negative stance towards journalists and the press."
4939992820,Donald Trump,AGAINST,EXPLICIT,"The comment mentions 'the snake son-in-law in the WH is not continuing to influence Pres,Trump's response', implying a negative view of Trump's actions and decisions."
4939992820,Right-wing media,FAVOR,EXPLICIT,"The comment mentions 'Tucker Carslon has a great video', which suggests the commenter has a positive view of right-wing media, specifically Tucker Carlson."
4957168538,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment mentions 'mainstream media fueling the flames of racism', indicating a negative stance towards the mainstream media."
4957168538,Elites,AGAINST,EXPLICIT,"The comment criticizes the 'pomposity' of the 'privileged Hollywood community', implying a negative stance towards elites."
4957168538,Christians,FAVOR,EXPLICIT,"The comment mentions speaking out 'against the Left's attack on people of faith', indicating a positive stance towards Christians."
4957168538,The police (cops),FAVOR,EXPLICIT,"The comment mentions speaking out 'against demonizing all police', indicating a positive stance towards the police."
4957168538,Socialism / Communism,AGAINST,EXPLICIT,"The comment mentions 'Marxist cultural propaganda' and 'the Left's attack on people of faith', indicating a negative stance towards socialism/communism."
4957168538,Democrats,AGAINST,EXPLICIT,"The comment mentions 'the Democratic Party, a political party that has ruined every city they are in power in', indicating a negative stance towards Democrats."
4957168538,Immigration / immigrants,AGAINST,EXPLICIT,"The comment mentions 'the lack of assimilation we see from far too many in our immigrant population today', indicating a negative stance towards immigration/immigrants."
4957168538,Woke,AGAINST,EXPLICIT,"The comment mentions 'political correctness has stabled our mouths shut for far too long', indicating a negative stance towards 'woke' culture."
4957168538,Abortion,AGAINST,EXPLICIT,"The comment mentions 'innocent unborn babies being aborted', indicating a negative stance towards abortion."
4957168538,Journalists and the press,AGAINST,EXPLICIT,"The comment mentions 'mainstream media fueling the flames of racism', indicating a negative stance towards journalists and the press."
5033489102,Donald Trump,FAVOR,EXPLICIT,"The comment states 'Pres.Trump rearranged the deck chairs of US-Commie china trade, China lost hundreds of billions', implying that the commenter agrees with Trump's actions."
5033489102,Socialism / Communism,AGAINST,EXPLICIT,"The comment refers to 'US-Commie china trade' and 'China lost hundreds of billions', indicating a negative view of communism."
5033489102,China,AGAINST,EXPLICIT,"The comment states 'China lost hundreds of billions' after Trump's actions, indicating a negative view of China."
5078731030,Elites,AGAINST,EXPLICIT,"The comment mentions 'useful idiots for Marxist communists' which implies that the elites, in this case, the NFL players, are being manipulated or used for a particular ideology, showing a negative stance towards them."
5078731030,Socialism / Communism,AGAINST,EXPLICIT,"The comment mentions 'Marxist communists' in a negative context, indicating a strong stance against socialism/communism."
5078731030,Sport,AGAINST,EXPLICIT,"The comment suggests that 'Americans should walk away from NFL, NBA, MLB and even hockey', showing a negative stance towards sports, at least in the context of their current state."
5078731030,Diversity (DEI),AGAINST,EXPLICIT,"The comment implies a negative stance towards diversity and inclusivity efforts by labeling Stafford's support for BLM as 'Marxist', suggesting a rejection of diversity initiatives."
5078731030,Woke,AGAINST,EXPLICIT,The negative tone towards Stafford's support for BLM and the mention of 'Marxist' implies a stance against 'woke' culture or the idea of being socially aware and active.
5078731030,Black people,AGAINST,IMPLICIT,"The comment's negative reaction to Stafford's support for BLM, an organization that advocates for black rights, implies an indirect negative stance towards black people or their causes."
5106639331,Politicians,AGAINST,EXPLICIT,"The commenter states that Graham 'is a big coward' and should not be chairman of the Judicial Committee, indicating a negative stance towards some politicians."
5106639331,Republicans (GOP),AGAINST,EXPLICIT,"The commenter criticizes Lindsey Graham, a Republican, calling him 'a big coward', indicating a negative stance towards the GOP."
5106639331,Ted Cruz,FAVOR,EXPLICIT,"The commenter states that 'At least Ted Cruz is far better than Graham', indicating a positive stance towards Ted Cruz."
5106639331,Lindsey Graham,AGAINST,EXPLICIT,"The commenter calls Lindsey Graham 'a big coward' and questions his suitability as chairman of the Judicial Committee, indicating a strongly negative stance."
5946716108,Elites,AGAINST,EXPLICIT,"The comment mentions 'the globalists' worst enemies are the middle class whose lifestyle they've described as ""UNSUSTAINABLE""', indicating a negative stance towards elites."
5946716108,Politicians,AGAINST,EXPLICIT,"The comment mentions 'corrupt GOP', indicating a negative stance towards politicians."
5946716108,Government spending,AGAINST,EXPLICIT,"The comment mentions 'the ""Inflation Reduction "" bill passed by Congress... will be the first step in effectively destroying the middle class', indicating a negative stance towards government spending."
5946716108,Republicans (GOP),AGAINST,EXPLICIT,"The comment mentions 'corrupt GOP', indicating a negative stance towards Republicans."
5946716108,The economy is good,AGAINST,EXPLICIT,"The comment mentions 'the ""Inflation Reduction "" bill passed by Congress... will be the first step in effectively destroying the middle class', indicating a negative stance towards the economy."
