post_idx,target,stance,stance_type,explanation
4622429977,Democrats,AGAINST,EXPLICIT,The comment criticizes Democratic politicians for accumulating wealth through politics.
4622429977,Donald Trump,FAVOR,EXPLICIT,"The comment mentions Donald Trump as 'Pres.Trump' and highlights his donation of salary, indicating a positive stance."
4622429977,Hillary Clinton,AGAINST,EXPLICIT,The comment refers to Hillary Clinton as 'Hill' and criticizes her for accumulating wealth through politics.
4646366509,Elites,AGAINST,EXPLICIT,"The comment criticizes Vatican officials, implying they are part of an elite group that has ignored abuse."
4669207710,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment refers to the media as 'media hacks,' indicating a negative stance."
4688428694,Socialism / Communism,AGAINST,EXPLICIT,"The comment criticizes 'liberal/socialist justices,' indicating opposition to socialism."
4688428694,Capitalism / Liberalism,AGAINST,EXPLICIT,"The comment criticizes 'liberal' justices, indicating opposition to liberalism."
4710185668,Politicians,AGAINST,EXPLICIT,"The comment criticizes the politician's approach as pandering, indicating a negative stance."
4710185668,Diversity (DEI),AGAINST,EXPLICIT,"The comment suggests the politician's appeal to immigrants is insincere, criticizing diversity outreach."
4710185668,Immigration / immigrants,AGAINST,EXPLICIT,"The comment refers to 'illegal Mexicans,' criticizing the politician's approach to appealing to immigrants."
4710185668,Democrats,AGAINST,EXPLICIT,"The comment implies the Democrat's strategy is pandering, showing disapproval."
4755223978,Politicians,AGAINST,EXPLICIT,The comment refers to 'Democrat Party co-conspirators' implying a negative stance towards politicians.
4755223978,Capitalism / Liberalism,AGAINST,EXPLICIT,The term 'left wing media hacks' implies a negative stance towards liberalism.
4755223978,Journalists and the press,AGAINST,EXPLICIT,"The comment refers to 'left wing media hacks,' indicating a negative stance."
4755223978,Socialism / Communism,AGAINST,EXPLICIT,The negative tone towards 'left wing media' implies opposition to socialism/communism.
4755223978,Democrats,AGAINST,EXPLICIT,"The comment refers to 'Democrat Party co-conspirators' and implies corruption, showing a negative stance."
4755223978,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment refers to 'left wing media hacks,' indicating a negative stance."
4789965759,Immigration / immigrants,FAVOR,EXPLICIT,"The comment states that Sweden, Germany, and France will allow refugees in, indicating a positive stance towards immigration."
4789965759,Immigration / immigrants,FAVOR,EXPLICIT,"The comment states that Sweden, Germany, and France will allow refugees in, indicating a positive stance towards immigration."
4813050627,Healthcare / Medicare,FAVOR,EXPLICIT,"The comment suggests that Taylor Swift can afford to pay for the sex change surgery, indicating support for healthcare access."
4813050627,Gay / LGTBQ+,FAVOR,EXPLICIT,"The comment suggests supporting a sex change, which aligns with LGBTQ+ rights."
4813050627,Feminism,FAVOR,EXPLICIT,"The comment supports a sex change, which can be seen as supporting feminist ideals of gender equality."
4813050627,Woke,FAVOR,EXPLICIT,"The comment supports a progressive action like a sex change, aligning with 'woke' culture."
4835947699,Healthcare / Medicare,AGAINST,EXPLICIT,"The comment implies criticism towards the handling of the pandemic, referencing quarantine measures."
4835947699,Politicians,AGAINST,EXPLICIT,"The comment blames 'Mauro' for bringing down Venezuela, indicating a negative stance towards politicians."
4835947699,China,AGAINST,EXPLICIT,The mention of 'Chinese Coronavirus quarantine' suggests criticism towards China's measures.
4835947699,Socialism / Communism,AGAINST,EXPLICIT,Critique of Venezuela's situation under a socialist regime.
4835947699,Covid,AGAINST,EXPLICIT,The comment criticizes the effectiveness of Covid-19 measures.
4835947699,The economy is good,AGAINST,EXPLICIT,The comment states that the economy has already been brought down.
4865240050,Democrats,FAVOR,EXPLICIT,"The comment explicitly states that voting by mail has always been the Democrats' 'wet dream,' indicating a strong desire and support for the policy."
4917737314,Elites,AGAINST,EXPLICIT,The comment refers to officials as 'crooks & thugs' and mentions corruption among elites.
4917737314,Politicians,AGAINST,EXPLICIT,"The comment criticizes politicians, calling them 'crooks & thugs' and advocating for prosecution."
4917737314,Journalists and the press,AGAINST,EXPLICIT,"The comment harshly criticizes the US media, comparing it to third-world dictatorship media."
4917737314,Republicans (GOP),FAVOR,IMPLICIT,The comment implies support for Republicans by criticizing Democrats and advocating for their prosecution.
4917737314,Democrats,AGAINST,EXPLICIT,The comment refers to Democrats as 'crooks & thugs' and expresses fear of their emboldenment to commit crimes.
4917737314,Crime,AGAINST,EXPLICIT,"The comment advocates for prosecuting officials, indicating a stance against crime."
4917737314,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment harshly criticizes the US media, comparing it to third-world dictatorship media."
4939992820,Right-wing media,FAVOR,EXPLICIT,"The comment praises Tucker Carlson's video, indicating a favorable stance towards right-wing media."
4939992820,Jared Kushner,AGAINST,EXPLICIT,"The comment refers to Jared Kushner as a 'snake son-in-law,' showing a negative stance."
4939992820,Donald Trump,AGAINST,IMPLICIT,"The comment criticizes Kushner's influence on Trump, implying a negative view of Trump's handling of situations."
4957168538,Republicans (GOP),FAVOR,IMPLICIT,"The comment describes the individual as an 'American Patriot,' which is often associated with Republican values and patriotism."
4957168538,Donald Trump,FAVOR,IMPLICIT,"The patriotic tone aligns with Trump's 'America First' rhetoric, suggesting implicit support."
5033489102,Politicians,AGAINST,EXPLICIT,"The comment refers to Merkel's displeasure with Trump, implying criticism towards her handling of the situation."
5033489102,China,AGAINST,EXPLICIT,"The comment highlights China's economic losses due to Trump's actions, indicating a negative stance."
5033489102,Socialism / Communism,AGAINST,EXPLICIT,"Refers to 'Communist China' and the economic impact, suggesting opposition."
5033489102,The economy is good,AGAINST,EXPLICIT,"Mentions economic losses, implying the economy is not good."
5033489102,Donald Trump,FAVOR,EXPLICIT,"Approves of Trump's actions disrupting trade, affecting China negatively."
5078731030,Capitalism / Liberalism,AGAINST,EXPLICIT,"The comment refers to 'Marxist BLM supporting friends' and 'Marxist communists,' indicating opposition to capitalist ideals."
5078731030,Black people,AGAINST,EXPLICIT,"The comment opposes BLM, which supports Black rights, indicating a negative stance."
5078731030,Socialism / Communism,AGAINST,EXPLICIT,"The comment refers to 'Marxist communists,' indicating opposition."
5078731030,Sport,AGAINST,EXPLICIT,"The commenter tells Americans to walk away from NFL, NBA, etc., showing opposition."
5078731030,Diversity (DEI),AGAINST,EXPLICIT,"Opposition to BLM, which promotes diversity."
5078731030,Democrats,AGAINST,IMPLICIT,"Opposition to BLM and Marxist ideas, often associated with Democrats."
5106639331,Politicians,AGAINST,EXPLICIT,"The comment criticizes Lindsey Graham, calling him a 'big coward' and questioning his suitability as chairman of the Judicial Committee."
5106639331,Republicans (GOP),AGAINST,EXPLICIT,"The comment criticizes Lindsey Graham, a Republican, calling him a 'big coward' and questioning his suitability as chairman of the Judicial Committee."
5946716108,Jobs are available,AGAINST,IMPLICIT,"The comment implies that the middle class is under threat, suggesting jobs are not secure."
5946716108,Elites,AGAINST,EXPLICIT,"The comment states that 'the globalists' worst enemies are the middle class,' indicating opposition to elites."
5946716108,The economy is good,AGAINST,IMPLICIT,"The comment suggests the economy is harming the middle class, implying it's not good."
5946716108,Republicans (GOP),AGAINST,EXPLICIT,The comment criticizes the GOP for corruption and aiding in destructive policies.
5946716108,Politicians,AGAINST,EXPLICIT,"The comment criticizes politicians, particularly the GOP, for corruption."
5946716108,Taxes are fair,AGAINST,IMPLICIT,The criticism of the Inflation Reduction bill implies unfair tax policies.
5946716108,Government spending,AGAINST,EXPLICIT,The comment criticizes the Inflation Reduction bill as destructive.
5946716108,Fossil fuels,AGAINST,IMPLICIT,"The Inflation Reduction bill often includes fossil fuel policies, which the comment opposes."
5946716108,Jobs are available,AGAINST,IMPLICIT,The comment implies job security is threatened by economic policies.
5946716108,Elites,AGAINST,EXPLICIT,The comment states elites are enemies of the middle class.
5946716108,Politicians,AGAINST,EXPLICIT,"The comment criticizes politicians, especially GOP, for corruption."
5946716108,Government spending,AGAINST,EXPLICIT,The comment criticizes the Inflation Reduction bill as destructive.
5946716108,Republicans (GOP),AGAINST,EXPLICIT,The comment criticizes the GOP for aiding in destructive policies.
5946716108,The economy is good,AGAINST,IMPLICIT,The comment suggests the economy is harming the middle class.
5946716108,Fossil fuels,AGAINST,IMPLICIT,"The Inflation Reduction bill often includes fossil fuel policies, which the comment opposes."
5946716108,Taxes are fair,AGAINST,IMPLICIT,The criticism of the Inflation Reduction bill implies unfair tax policies.
